KEGG_ID	Taxonomy_type	Class_I	Class_II	Description
K09406	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXM; forkhead box protein M
K07201	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXO1; forkhead box protein O1
K09408	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXO3; forkhead box protein O3
K12358	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXO4; forkhead box protein O4
K17847	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXO6; forkhead box protein O6
K23582	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXP1; forkhead box protein P1
K09409	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXP2_4; forkhead box protein P2/4
K10163	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXP3, IPEX; forkhead box P3
K09410	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXQ, HFH1; forkhead box protein Q
K26215	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXR; forkhead box protein R
K09412	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXS; forkhead box protein S
K09411	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FOXX; forkhead box protein, other
K09413	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	HCM1; forkhead transcription factor HCM1
K24664	Eukaryotic type	Helix-turn-helix	Fork head/winged helix other regulators	FKH; forkhead protein FKH
K09414	Eukaryotic type	Helix-turn-helix	Heat shock factors	HSF1; heat shock transcription factor 1
K09415	Eukaryotic type	Helix-turn-helix	Heat shock factors	HSF2; heat shock transcription factor 2
K09416	Eukaryotic type	Helix-turn-helix	Heat shock factors	HSF3; heat shock transcription factor 3
K09417	Eukaryotic type	Helix-turn-helix	Heat shock factors	HSF4; heat shock transcription factor 4
K09419	Eukaryotic type	Helix-turn-helix	Heat shock factors	HSFF; heat shock transcription factor, other eukaryote
K09420	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-factors	MYB, C-MYB; transcriptional activator Myb
K09421	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-factors	MYBL1, A-MYB; myb-related protein A
K21769	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-factors	MYBL2, B-MYB; myb-related protein B
K09422	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-factors	MYBP; transcription factor MYB, plant
K23865	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-factors	MYB30; transcription factor MYB30
K16166	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-factors	PAP1, MYB75; transcription factor MYB75
K12133	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-factors	LHY; MYB-related transcription factor LHY
K12134	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-factors	CCA1; circadian clock associated 1
K09453	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-like factors	SNAPC4; snRNA-activating protein complex subunit 4
K21625	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-like factors	DMTF1, DMP1; cyclin-D-binding Myb-like transcription factor 1
K09423	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-like factors	BAS1; Myb-like DNA-binding protein BAS1
K09424	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-like factors	REB1; Myb-like DNA-binding protein REB1
K09425	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-like factors	K09425; Myb-like DNA-binding protein FlbD
K09426	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-like factors	RAP1; Myb-like DNA-binding protein RAP1
K09427	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Myb, Myb-like factors	ADF1; Adh transcription factor 1
K09428	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ELF1_2_4; E74-like factor 1/2/4
K09429	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	K09429, ELF3; E74-like factor 3
K17101	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ELF5; E74-like factor 5
K17102	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	EHF; ETS homologous factor
K04375	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ELK1; ETS domain-containing protein Elk-1
K09430	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ELK3; ETS domain-containing protein Elk-3 (SRF accessory protein 2)
K04376	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ELK4, SAP1; ETS domain-containing protein Elk-4
K09431	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ETV1; ets translocation variant 1
K09432	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ETV2, ER71; ETS translocation variant 2
K09433	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ETV3; ETS translocation variant 3
K15592	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ETV4; ets translocation variant 4
K15593	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ETV5; ets translocation variant 5
K03211	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ETV6_7, yan; ETS translocation variant 6/7
K09434	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ERF; ETS domain-containing transcription factor ERF
K02678	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ETS1, pnt; C-ets-1
K21932	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ETS2; C-ets-2
K09435	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	ERG; transcriptional regulator ERG
K09436	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	FLI1; friend leukemia integration 1 transcription factor
K09437	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	FEV; ETS oncogene family protein FEV
K09438	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	SPI1; transcription factor PU.1
K09439	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	SPIB; transcription factor Spi-B
K09440	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	SPIC; transcription factor Spi-C
K09441	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	GABPA; GA-binding protein transcription factor, alpha
K09442	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	SPDEF; SAM pointed domain-containing ETS transcription factor
K09443	Eukaryotic type	Helix-turn-helix	Tryptophan clusters Ets-type	K09443; ETS-type family, other
K09444	Eukaryotic type	Helix-turn-helix	Tryptophan clusters interferon-regulating factors	IRF1; interferon regulatory factor 1
K10153	Eukaryotic type	Helix-turn-helix	Tryptophan clusters interferon-regulating factors	IRF2; interferon regulatory factor 2
K05411	Eukaryotic type	Helix-turn-helix	Tryptophan clusters interferon-regulating factors	IRF3; interferon regulatory factor 3
K09445	Eukaryotic type	Helix-turn-helix	Tryptophan clusters interferon-regulating factors	IRF4; interferon regulatory factor 4
K09446	Eukaryotic type	Helix-turn-helix	Tryptophan clusters interferon-regulating factors	IRF5; interferon regulatory factor 5
K10154	Eukaryotic type	Helix-turn-helix	Tryptophan clusters interferon-regulating factors	IRF6; interferon regulatory factor 6
K09447	Eukaryotic type	Helix-turn-helix	Tryptophan clusters interferon-regulating factors	IRF7; interferon regulatory factor 7
K10155	Eukaryotic type	Helix-turn-helix	Tryptophan clusters interferon-regulating factors	IRF8; interferon regulatory factor 8
K04693	Eukaryotic type	Helix-turn-helix	Tryptophan clusters interferon-regulating factors	IRF9, ISGF3G, P48; interferon regulatory factor 9
K09448	Eukaryotic type	Helix-turn-helix	TEA domain	TEAD; transcriptional enhancer factor
K11653	Eukaryotic type	Helix-turn-helix	ARID	ARID1; AT-rich interactive domain-containing protein 1
K11765	Eukaryotic type	Helix-turn-helix	ARID	ARID2; AT-rich interactive domain-containing protein 2
K25856	Eukaryotic type	Helix-turn-helix	ARID	ARID3; AT-rich interactive domain-containing protein 3
K19194	Eukaryotic type	Helix-turn-helix	ARID	ARID4A, RBP1; AT-rich interactive domain-containing protein 4A
K19195	Eukaryotic type	Helix-turn-helix	ARID	ARID4B; AT-rich interactive domain-containing protein 4B
K25857	Eukaryotic type	Helix-turn-helix	ARID	ARID5; AT-rich interactive domain-containing protein 5
K02580	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Rel/Ankyrin	NFKB1; nuclear factor NF-kappa-B p105 subunit
K04469	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Rel/Ankyrin	NFKB2; nuclear factor of kappa light polypeptide gene enhancer in B-cells 2
K04735	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Rel/Ankyrin	RELA; transcription factor p65
K09253	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Rel/Ankyrin	RELB; transcription factor RelB
K09254	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Rel/Ankyrin	REL; c-Rel proto-oncogene protein
K04734	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Ankyrin only	NFKBIA; NF-kappa-B inhibitor alpha
K02581	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Ankyrin only	NFKBIB; NF-kappa-B inhibitor beta
K14214	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Ankyrin only	NFKBID; NF-kappa-B inhibitor delta
K05872	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Ankyrin only	NFKBIE; NF-kappa-B inhibitor epsilon
K14242	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Ankyrin only	NFKBIZ; NF-kappa-B inhibitor zeta
K09256	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Ankyrin only	NFKBIL1; NF-kappa-B inhibitor-like protein 1
K09257	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Ankyrin only	NFKBIL2; NF-kappa-B inhibitor-like protein 2
K09258	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Ankyrin only	BCL3; B-cell CLL/lymphoma 3 protein
K09454	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) Ankyrin only	GABPB; GA-binding protein transcription factor, beta
K04446	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) NF-AT	NFATC1, NFAT2, NFATC; nuclear factor of activated T-cells, cytoplasmic 1
K17332	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) NF-AT	NFATC2, NFAT1, NFATP; nuclear factor of activated T-cells, cytoplasmic 2
K17333	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) NF-AT	NFATC3, NFAT4; nuclear factor of activated T-cells, cytoplasmic 3
K17334	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) NF-AT	NFATC4, NFAT3; nuclear factor of activated T-cells, cytoplasmic 4
K17335	Eukaryotic type	beta-Scaffold factors with minor groove contacts	RHR (Rel homology region) NF-AT	NFAT5; nuclear factor of activated T-cells 5
K11220	Eukaryotic type	beta-Scaffold factors with minor groove contacts	STAT	STAT1; signal transducer and activator of transcription 1
K11221	Eukaryotic type	beta-Scaffold factors with minor groove contacts	STAT	STAT2; signal transducer and activator of transcription 2
K04692	Eukaryotic type	beta-Scaffold factors with minor groove contacts	STAT	STAT3; signal transducer and activator of transcription 3
K11222	Eukaryotic type	beta-Scaffold factors with minor groove contacts	STAT	STAT4; signal transducer and activator of transcription 4
K11223	Eukaryotic type	beta-Scaffold factors with minor groove contacts	STAT	STAT5A; signal transducer and activator of transcription 5A
K11224	Eukaryotic type	beta-Scaffold factors with minor groove contacts	STAT	STAT5B; signal transducer and activator of transcription 5B
K11225	Eukaryotic type	beta-Scaffold factors with minor groove contacts	STAT	STAT6; signal transducer and activator of transcription 6
K04451	Eukaryotic type	beta-Scaffold factors with minor groove contacts	p53	TP53, P53; tumor protein p53
K10148	Eukaryotic type	beta-Scaffold factors with minor groove contacts	p53	TP73; tumor protein p73
K10149	Eukaryotic type	beta-Scaffold factors with minor groove contacts	p53	TP63; tumor protein p63
K09260	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MADS-box regulators of differentiation, MEF-2	MEF2A; MADS-box transcription enhancer factor 2A
K09261	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MADS-box regulators of differentiation, MEF-2	MEF2B; MADS-box transcription enhancer factor 2B
K04454	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MADS-box regulators of differentiation, MEF-2	MEF2C; MADS-box transcription enhancer factor 2C
K09262	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MADS-box regulators of differentiation, MEF-2	MEF2D; MADS-box transcription enhancer factor 2D
K09264	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MADS-box regulators of differentiation, Homeotic genes	K09264; MADS-box transcription factor, plant
K12412	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MADS-box regulators of differentiation, Yeast regulators	MCM1; pheromone receptor transcription factor
K19808	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MADS-box regulators of differentiation, Yeast regulators	ARG80, ARGR1; arginine metabolism regulation protein I
K09265	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MADS-box regulators of differentiation, Yeast regulators	RLM1; transcription factor RLM1
K19807	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MADS-box regulators of differentiation, Yeast regulators	SMP1; transcription factor SMP1
K04378	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MADS-box responders to external signals	SRF; serum response factor
K15413	Eukaryotic type	beta-Scaffold factors with minor groove contacts	SAND domain-containing proteins	SP100; nuclear body protein Sp100
K24503	Eukaryotic type	beta-Scaffold factors with minor groove contacts	SAND domain-containing proteins	SP110; nuclear body protein Sp110
K24504	Eukaryotic type	beta-Scaffold factors with minor groove contacts	SAND domain-containing proteins	SP140; nuclear body protein Sp140
K10603	Eukaryotic type	beta-Scaffold factors with minor groove contacts	SAND domain-containing proteins	AIRE; autoimmune regulator
K23041	Eukaryotic type	beta-Scaffold factors with minor groove contacts	SAND domain-containing proteins	DEAF1; deformed epidermal autoregulatory factor 1
K24505	Eukaryotic type	beta-Scaffold factors with minor groove contacts	SAND domain-containing proteins	GMEB; glucocorticoid modulatory element-binding protein
K03120	Eukaryotic type	beta-Scaffold factors with minor groove contacts	TATA-binding proteins	TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein
K09266	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	SRY; sex-determining region Y protein (SOX group A)
K09267	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	SOX1S; transcription factor SOX1/3/14/21 (SOX group B)
K16796	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	SOX2; transcription factor SOX2 (SOX group B)
K23581	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	SOX4; transcription factor SOX4 (SOX group C)
K09268	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	SOX11_12; transcription factor SOX11/12 (SOX group C)
K09269	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	SOX5_6_13; transcription factor SOX5/6/13 (SOX group D)
K09270	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	SOX7S; transcription factor SOX7/8/10/18 (SOX group E/F)
K18435	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	SOX9; transcription factor SOX9 (SOX group E)
K04495	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	SOX17; transcription factor SOX17 (SOX group F)
K09271	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	SOX15_30; transcription factor SOX15/30
K20225	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	CIC; capicua transcriptional repressor
K21643	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	BBX, HBP2; HMG box transcription factor BBX
K21644	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG SOX	HBP1; HMG box transcription factor 1
K04492	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG TCF-1	LEF1; lymphoid enhancer-binding factor 1
K02620	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG TCF-1	TCF7, TCF-1; transcription factor 7
K04490	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG TCF-1	TCF7L1; transcription factor 7-like 1
K04491	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG TCF-1	TCF7L2; transcription factor 7-like 2
K09272	Eukaryotic type	beta-Scaffold factors with minor groove contacts	HMG2-related	SSRP1, POB3; FACT complex subunit SSRP1/POB3
K09273	Eukaryotic type	beta-Scaffold factors with minor groove contacts	UBF	UBTF; upstream-binding transcription factor
K22483	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Other HMG box factors	HMO1; transcriptional regulator HMO1
K22496	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Other HMG box factors	RFG1, ROX1; repressor RFG1/ROX1
K09274	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Other HMG box factors	K09274; HMG box factor, other
K08064	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Heteromeric CCAAT factors	NFYA, HAP2; nuclear transcription factor Y, alpha
K08065	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Heteromeric CCAAT factors	NFYB, HAP3; nuclear transcription Y subunit beta
K08066	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Heteromeric CCAAT factors	NFYC, HAP5; nuclear transcription factor Y, gamma
K09275	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Grainyhead	TFCP2; transcription factor CP2 and related proteins
K06099	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Cold-shock domain factors, DbpA-like	CSDA, ZONAB; cold shock domain protein A
K09276	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Cold-shock domain factors, YB-1/DbpB-like	YBX1, NSEP1; Y-box-binding protein 1
K09277	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Cold-shock domain factors, FRG Y2-like	YBX2; Y-box-binding protein 2
K08367	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Runt	RUNX1, AML1; runt-related transcription factor 1
K09278	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Runt	RUNX2, AML3; runt-related transcription factor 2
K09279	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Runt	RUNX3, AML2; runt-related transcription factor 3
K20213	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Runt	RUN; RUNX transcription factor Runt
K20214	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Runt	LZ; RUNX transcription factor Lozenge
K09280	Eukaryotic type	beta-Scaffold factors with minor groove contacts	Runt	RUNXA_B; runt-related transcription factor
K24768	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MYRF	MYRF; myelin regulatory factor [EC:3.4.-.-]
K12769	Eukaryotic type	beta-Scaffold factors with minor groove contacts	MYRF	NDT80; meiosis-specific transcription factor NDT80
K09282	Eukaryotic type	Other transcription factors	HMGI(Y)	HMGA1; high mobility group AT-hook protein 1
K09283	Eukaryotic type	Other transcription factors	HMGI(Y)	HMGA2; high mobility group AT-hook protein 2
K15626	Eukaryotic type	Other transcription factors	NUPR	NUPR1, COM1; nuclear protein 1
K25793	Eukaryotic type	Other transcription factors	NUPR	NUPR2, NUPR1L; nuclear protein 2
K06618	Eukaryotic type	Other transcription factors	Pocket domain Rb	RB1; retinoblastoma-associated protein
K04681	Eukaryotic type	Other transcription factors	Pocket domain Rb	RBL1; retinoblastoma-like protein 1
K16332	Eukaryotic type	Other transcription factors	Pocket domain Rb	RBL2; retinoblastoma-like protein 2
K04498	Eukaryotic type	Other transcription factors	Pocket domain CBP	EP300, CREBBP, KAT3; E1A/CREB-binding protein [EC:2.3.1.48]
K10172	Eukaryotic type	Other transcription factors	T-box	BRA, T; brachyury protein
K10173	Eukaryotic type	Other transcription factors	T-box	EOMES, TBR2; eomesodermin protein
K10174	Eukaryotic type	Other transcription factors	T-box	TBR1; T-box brain protein 1
K10175	Eukaryotic type	Other transcription factors	T-box	TBX1; T-box protein 1
K10176	Eukaryotic type	Other transcription factors	T-box	TBX2; T-box protein 2
K10177	Eukaryotic type	Other transcription factors	T-box	TBX3; T-box protein 3
K10178	Eukaryotic type	Other transcription factors	T-box	TBX4; T-box protein 4
K10179	Eukaryotic type	Other transcription factors	T-box	TBX5, HOS; T-box protein 5
K10180	Eukaryotic type	Other transcription factors	T-box	TBX6; T-box protein 6
K10181	Eukaryotic type	Other transcription factors	T-box	TBX10, TBX7; T-box protein 10
K10182	Eukaryotic type	Other transcription factors	T-box	TBX15, TBX14; T-box protein 15
K10183	Eukaryotic type	Other transcription factors	T-box	TBX18; T-box protein 18
K10184	Eukaryotic type	Other transcription factors	T-box	TBX19; T-box protein 19
K10185	Eukaryotic type	Other transcription factors	T-box	TBX20; T-box protein 20
K10166	Eukaryotic type	Other transcription factors	T-box	TBX21; T-box protein 21
K10186	Eukaryotic type	Other transcription factors	T-box	TBX22; T-box protein 22
K19488	Eukaryotic type	Other transcription factors	DMRT	DMRT1; doublesex- and mab-3-related transcription factor 1
K19489	Eukaryotic type	Other transcription factors	DMRT	DMRT2; doublesex- and mab-3-related transcription factor 2
K19490	Eukaryotic type	Other transcription factors	DMRT	DMRT3; doublesex- and mab-3-related transcription factor 3
K19491	Eukaryotic type	Other transcription factors	DMRT	DMRT4_5, DMRTA; doublesex- and mab-3-related transcription factor 4/5
K19492	Eukaryotic type	Other transcription factors	DMRT	DMRT6, DMRTB; doublesex- and mab-3-related transcription factor 6
K19493	Eukaryotic type	Other transcription factors	DMRT	DMRT7, DMRTC2; doublesex- and mab-3-related transcription factor 7
K19494	Eukaryotic type	Other transcription factors	DMRT	DMRT8, DMRTC1; doublesex- and mab-3-related transcription factor 8
K26434	Eukaryotic type	Other transcription factors	LRRFIP	LRRFIP; leucine-rich repeat flightless-interacting protein
K16221	Eukaryotic type	Other transcription factors	TCP	TCP21, CHE; transcription factor TCP21 (protein CCA1 HIKING EXPEDITION)
K09284	Eukaryotic type	Other transcription factors	AP2/ERF	AP2; AP2-like factor, euAP2 lineage
K09285	Eukaryotic type	Other transcription factors	AP2/ERF	OVM, ANT; AP2-like factor, ANT lineage
K09287	Eukaryotic type	Other transcription factors	AP2/ERF	RAV; RAV-like factor
K09286	Eukaryotic type	Other transcription factors	AP2/ERF	EREBP; EREBP-like factor
K14516	Eukaryotic type	Other transcription factors	AP2/ERF	ERF1; ethylene-responsive transcription factor 1
K14517	Eukaryotic type	Other transcription factors	AP2/ERF	ERF2; ethylene-responsive transcription factor 2
K14507	Eukaryotic type	Other transcription factors	AP2/ERF	ORCA2_3; AP2-domain DNA-binding protein ORCA2/3
K13432	Eukaryotic type	Other transcription factors	AP2/ERF	PTI4; pathogenesis-related genes transcriptional activator PTI4
K13433	Eukaryotic type	Other transcription factors	AP2/ERF	PTI5; pathogenesis-related genes transcriptional activator PTI5
K13434	Eukaryotic type	Other transcription factors	AP2/ERF	PTI6; pathogenesis-related genes transcriptional activator PTI6
K18834	Eukaryotic type	Other transcription factors	WRKY	WRKY1; WRKY transcription factor 1
K18835	Eukaryotic type	Other transcription factors	WRKY	WRKY2; WRKY transcription factor 2
K13425	Eukaryotic type	Other transcription factors	WRKY	WRKY22; WRKY transcription factor 22
K13423	Eukaryotic type	Other transcription factors	WRKY	WRKY25; WRKY transcription factor 25
K13426	Eukaryotic type	Other transcription factors	WRKY	WRKY29; WRKY transcription factor 29
K13424	Eukaryotic type	Other transcription factors	WRKY	WRKY33; WRKY transcription factor 33
K13944	Eukaryotic type	Other transcription factors	LOB	LBD16; LOB domain-containing protein 16
K21994	Eukaryotic type	Other transcription factors	LOB	LBD18; LOB domain-containing protein 18
K13945	Eukaryotic type	Other transcription factors	LOB	LBD29; LOB domain-containing protein 29
K09281	Eukaryotic type	Other transcription factors	Copper-fist proteins fungal regulators	K09281; copper-fist transcription factor
K21404	Eukaryotic type	Other transcription factors	Others	AKNA; AT-hook-containing transcription factor
K21595	Eukaryotic type	Other transcription factors	Others	CARF; calcium-responsive transcription factor
K21596	Eukaryotic type	Other transcription factors	Others	CAMTA; calmodulin-binding transcription activator
K21598	Eukaryotic type	Other transcription factors	Others	GCM; chorion-specific transcription factor GCM
K21599	Eukaryotic type	Other transcription factors	Others	CIART, CHRONO, GM129; circadian-associated transcriptional repressor
K22145	Eukaryotic type	Other transcription factors	Others	TMEM18; transmembrane protein 18
K22543	Eukaryotic type	Other transcription factors	Others	MN1; transcriptional activator MN1
K22758	Eukaryotic type	Other transcription factors	Others	CHCHD2; coiled-coil-helix-coiled-coil-helix domain-containing protein 2
K06053	Eukaryotic type	Other transcription factors	Others	RBPSUH, RBPJK; recombining binding protein suppressor of hairless
K23804	Eukaryotic type	Other transcription factors	Others	GON4L; GON-4-like protein
K21772	Eukaryotic type	Other transcription factors	Others	PURA; transcriptional activator protein Pur-alpha
K21799	Eukaryotic type	Other transcription factors	Others	PURB; transcriptional activator protein Pur-beta
K24992	Eukaryotic type	Other transcription factors	Others	MYEF2; myelin expression factor 2
K23408	Eukaryotic type	Other transcription factors	Others	CDCA7, CDCA7L, JPO1; cell division cycle-associated protein 7
K26458	Eukaryotic type	Other transcription factors	Others	NKRF; NF-kappa-B-repressing factor
K14514	Eukaryotic type	Other transcription factors	Others	EIN3; ethylene-insensitive protein 3
K11215	Eukaryotic type	Other transcription factors	Others	STE12; transcription factor STE12
K12413	Eukaryotic type	Other transcription factors	Others	WHI5; G1-specific transcriptional repressor WHI5
K12764	Eukaryotic type	Other transcription factors	Others	IME1; meiosis-inducing protein 1
K12779	Eukaryotic type	Other transcription factors	Others	SUM1; suppressor of MAR1-1 protein
K19815	Eukaryotic type	Other transcription factors	Others	HOT1; high-osmolarity-induced transcription protein 1
K19816	Eukaryotic type	Other transcription factors	Others	MSS11; transcription activator MSS11
K21631	Eukaryotic type	Other transcription factors	Others	GTI1, PAC2, WOR1; Gti1/Pac2 family transcription factor
K12763	Eukaryotic type	Other transcription factors	Others	EFG1, SOK2; enhanced filamentous growth protein 1
K02099	Prokaryotic type	Helix-turn-helix	AraC family	araC; AraC family transcriptional regulator, arabinose operon regulatory protein
K02508	Prokaryotic type	Helix-turn-helix	AraC family	hpaA; AraC family transcriptional regulator, 4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein
K02854	Prokaryotic type	Helix-turn-helix	AraC family	rhaR; AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR
K02855	Prokaryotic type	Helix-turn-helix	AraC family	rhaS; AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS
K03490	Prokaryotic type	Helix-turn-helix	AraC family	chbR, celD; AraC family transcriptional regulator, dual regulator of chb operon
K03755	Prokaryotic type	Helix-turn-helix	AraC family	adiY; AraC family transcriptional regulator, transcriptional activator of adiA
K04033	Prokaryotic type	Helix-turn-helix	AraC family	eutR; AraC family transcriptional regulator, ethanolamine operon transcriptional activator
K05372	Prokaryotic type	Helix-turn-helix	AraC family	ybtA; AraC family transcriptional regulator
K06599	Prokaryotic type	Helix-turn-helix	AraC family	chpD; AraC family transcriptional regulator, chemosensory pili system protein ChpD
