Genus_name	Division_name
Skysandvirus	Phages
Sokavirus	Phages
Stormageddonvirus	Phages
Stylovirus	Viruses
Sukkupivirus	Phages
Supelovirus	Viruses
Sustrivirus	Viruses
Synelinevirus	Viruses
Tapjovirus	Viruses
Tepovirus	Viruses
Thamnovirus	Viruses
Thetahypovirus	Viruses
Thonkovirus	Phages
Timquatrovirus	Phages
Tinalinvirus	Phages
Tocinivirus	Viruses
Tofonivirus	Viruses
Tralespevirus	Viruses
Tredecimvirus	Phages
Triamitovirus	Viruses
Triduovirus	Phages
Triniovirus	Viruses
Typhavirus	Phages
Ulegvirus	Viruses
Unicornvirus	Phages
Unuamitovirus	Viruses
Usmuvirus	Viruses
Valbvirus	Phages
Valinorvirus	Viruses
Vasivirus	Phages
Vebetovirus	Viruses
Vicoquintavirus	Phages
Vingilotevirus	Viruses
Vipetofemvirus	Phages
Virgulavirus	Phages
Wadgaonvirus	Phages
Whopevirus	Phages
Wotdevirus	Phages
Wulfhauvirus	Phages
Xaviavirus	Phages
Xenophyvirus	Viruses
Xooduovirus	Phages
Xylavirus	Viruses
Yeceytrevirus	Phages
Yosifvirus	Phages
Zhonglingvirus	Phages
Zitchvirus	Phages
Comidoblemmus	Invertebrates
Cyrtophoron	Invertebrates
Derouxella	Invertebrates
Leptolegniella	Plants and Fungi
Janetogalathea	Invertebrates
Densosporaceae	Plants and Fungi
Pseudolecanicillium	Plants and Fungi
Janiroidea	Invertebrates
Oligoflexaceae	Bacteria
Brytella	Bacteria
Syntrichiadelphus	Plants and Fungi
Dumontiaceae	Plants and Fungi
Tethysphytum	Plants and Fungi
'Clarkia	Bacteria
Bromiini	Invertebrates
Antongiliinae	Invertebrates
Clitumnini	Invertebrates
Eupromachus	Invertebrates
Prisopodidae	Invertebrates
Pseudophasmatinae	Invertebrates
Asymmetrispora	Plants and Fungi
Caudotestis	Invertebrates
Necrosciini	Invertebrates
Atratomorpha	Invertebrates
Conogalactea	Invertebrates
Matutumetes	Invertebrates
Futiania	Bacteria
Crassvirales	Phages
Kyanoviridae	Phages
Norwavirus	Viruses
Peduoviridae	Phages
Parvodontia	Plants and Fungi
Anagonia	Invertebrates
Rooiklipia	Invertebrates
Urgineoideae	Plants and Fungi
Pseudoschoengastia	Invertebrates
Nipponerilla	Invertebrates
Neoaploactis	Vertebrates
Salinilacihabitans	Bacteria
Cyanotrama	Plants and Fungi
Anole	Viruses
Caecilian	Viruses
Skink	Viruses
Worm	Viruses
Bathychloeia	Invertebrates
Microsciadium	Plants and Fungi
Neanthessius	Invertebrates
Panaietis	Invertebrates
Anthessiidae	Invertebrates
Eopycna	Invertebrates
Iugisporipsathyra	Plants and Fungi
Opacimonas	Bacteria
Profundicola	Bacteria
Panicinae	Plants and Fungi
Kriegeriopsis	Plants and Fungi
Mecistocephalidae	Invertebrates
Lietzensia	Plants and Fungi
Neustupella	Plants and Fungi
Zivkovicia	Invertebrates
Awerintzewia	Invertebrates
Plagiopyxis	Invertebrates
Coelometopon	Invertebrates
Mesoceration	Invertebrates
Decarthrocerus	Invertebrates
Discozantaena	Invertebrates
Homalaena	Invertebrates
Hydraenida	Invertebrates
Nucleotops	Invertebrates
Ochtheosus	Invertebrates
Oomtelecopon	Invertebrates
Parasthetops	Invertebrates
Parhydraena	Invertebrates
Pneuminion	Invertebrates
Podaena	Invertebrates
Prosthetops	Invertebrates
Protozantaena	Invertebrates
Pterosthetops	Invertebrates
Sebasthetops	Invertebrates
Sicilicula	Invertebrates
Riberazantaena	Invertebrates
Antialcidas	Invertebrates
Pseudoechthistatus	Invertebrates
Boreohesperus	Invertebrates
Chilenophilidae	Invertebrates
Dussartcyclops	Invertebrates
Aeolosomatidae	Invertebrates
Rockhopper	Viruses
Phormosoma	Invertebrates
Parhydraenopsis	Invertebrates
Interjectio	Invertebrates
Tetraparma	Plants and Fungi
Halorarius	Bacteria
Premocyathus	Invertebrates
Subhimalus	Invertebrates
Wallaceochromis	Vertebrates
Paragobiocichla	Vertebrates
Protoneobisium	Invertebrates
Troglochthonius	Invertebrates
Globochthonius	Invertebrates
Insulocreagris	Invertebrates
Centrouropoda	Invertebrates
Haplodiplatys	Invertebrates
Armitarsus	Invertebrates
Pamphiliidae	Invertebrates
Tequus	Invertebrates
Allomorpha	Invertebrates
Darjilingia	Invertebrates
Dinax	Invertebrates
Emphystegia	Invertebrates
Pseudosiobla	Invertebrates
Taxonemphytus	Invertebrates
Acrogymnia	Invertebrates
Tanyphatnidea	Invertebrates
Zynzus	Invertebrates
Astethomostus	Invertebrates
Distega	Invertebrates
Trisodontophyes	Invertebrates
Pachylosticta	Invertebrates
Pseudabia	Invertebrates
Anafenusa	Invertebrates
Poppia	Invertebrates
Chalinus	Invertebrates
Neocorymbas	Invertebrates
Zaschizonyx	Invertebrates
Moaxiphia	Invertebrates
Rhoptroceros	Invertebrates
prokaryotic	Environmental samples
Typhlodessus	Invertebrates
Trichodectidae	Invertebrates
Tepidanaerobacteraceae	Bacteria
Photocaulis	Bacteria
Natronobeatus	Bacteria
Natrononativus	Bacteria
Pyrgidium	Plants and Fungi
Fleabane	Viruses
Microschizaea	Plants and Fungi
Ammathella	Invertebrates
Barsipennis	Invertebrates
Cabarda	Invertebrates
Callidarsine	Invertebrates
Coccinigripennis	Invertebrates
Conicornuta	Invertebrates
Delineatia	Invertebrates
Fangclia	Invertebrates
Idopterum	Invertebrates
Nebulene	Invertebrates
Processine	Invertebrates
Sarbine	Invertebrates
Aberrasine	Invertebrates
Argentosine	Invertebrates
Barsaurea	Invertebrates
Barsilene	Invertebrates
Barsura	Invertebrates
Cabardites	Invertebrates
Disasuridia	Invertebrates
Esmasura	Invertebrates
Floridasura	Invertebrates
Sesapa	Invertebrates
Huangilene	Invertebrates
Indiania	Invertebrates
Integrivalvia	Invertebrates
Longarista	Invertebrates
Moorasura	Invertebrates
Micrarsine	Invertebrates
Pseudoadites	Invertebrates
Pseudobarsine	Invertebrates
Rubrindiania	Invertebrates
Longarsine	Invertebrates
Agogonia	Invertebrates
Periscyphis	Invertebrates
Thaumatoniscellus	Invertebrates
Baekduiaceae	Bacteria
Paraconexibacteraceae	Bacteria
Coniostola	Invertebrates
Poilannammia	Plants and Fungi
Aschistanthera	Plants and Fungi
Vietsenia	Plants and Fungi
Curly	Viruses
Tibia	Invertebrates
Theratta	Invertebrates
Raylilia	Invertebrates
Chamaepinnularia	Plants and Fungi
Lanceogammarus	Invertebrates
Yogmelina	Invertebrates
Parachalara	Plants and Fungi
Maxillithrips	Invertebrates
Oedaleonotus	Invertebrates
Meropelopia	Invertebrates
Paralarsia	Invertebrates
Tripoplax	Invertebrates
Heterogeomys	Rodents
Typhis	Invertebrates
Actinotrophon	Invertebrates
Flexopteron	Invertebrates
Metathelazia	Invertebrates
Smithellaceae	Bacteria
Afronemacheilus	Vertebrates
Troglocobitis	Vertebrates
Lamprotettix	Invertebrates
Dryobota	Invertebrates
Archaeal	Phages
Huginn	Phages
Muninn	Phages
Postolata	Invertebrates
Cyprinodontinae	Vertebrates
Rhodoalgimonas	Bacteria
'Vachellia	Bacteria
Brucella/Ochrobactrum	Bacteria
Ectorhizobium	Bacteria
Pseudoposthia	Invertebrates
Baltalimania	Invertebrates
Ambiphrya	Invertebrates
Mesosignidae	Invertebrates
Katiannina	Invertebrates
Neosminthurus	Invertebrates
Vesicephalus	Invertebrates
Chanea	Invertebrates
Chimena	Invertebrates
Bryorutstroemia	Plants and Fungi
dairy	Environmental samples
Euhexomyza	Invertebrates
rice-associated	Viruses
Mylestoma	Invertebrates
Tachymenoides	Vertebrates
Anelytra	Invertebrates
Keraunea	Plants and Fungi
pepper	Viruses
medicine	Environmental samples
Thermocaproicibacter	Bacteria
Fenugreek	Viruses
Aslam	Viruses
Lactea	Viruses
Nyamuk	Viruses
Orbis	Viruses
Bahianus	Viruses
Haiju	Viruses
Likani	Viruses
Thunnini	Vertebrates
Thryonomyidae	Rodents
Reduncinae	Mammals
Collita	Invertebrates
Muscula	Invertebrates
Zobida	Invertebrates
Wittia	Invertebrates
Khitsovia	Invertebrates
Ahypophyllus	Invertebrates
Philippinella	Invertebrates
'Guizotia	Bacteria
Septofusispora	Plants and Fungi
Tyligma	Invertebrates
Diploschites	Plants and Fungi
Lithophyllaceae	Plants and Fungi
Centrolimnesia	Invertebrates
Sphaeronella	Invertebrates
Xenotrichobius	Invertebrates
Therodamas	Invertebrates
Mycoleptodicus	Plants and Fungi
Polystromomyces	Plants and Fungi
Hexagrammia	Invertebrates
Stenakron	Invertebrates
Anadoludamnicola	Invertebrates
Clessiniola	Invertebrates
Istriana	Invertebrates
Karucia	Invertebrates
Martensamnicola	Invertebrates
Pezzolia	Invertebrates
Pseudavenionia	Invertebrates
Pyrgorientalia	Invertebrates
Sardohoratia	Invertebrates
Strandzhia	Invertebrates
Tschernomorica	Invertebrates
Sheitanok	Invertebrates
Idiolychnus	Vertebrates
Parahevansia	Plants and Fungi
Diegus	Invertebrates
Nebulomonas	Invertebrates
Nibbleromonas	Invertebrates
Ubysseya	Invertebrates
Metopiellus	Invertebrates
OM05-12	Phages
Agaricogonopus	Invertebrates
Parabilingulus	Invertebrates
Pericambala	Invertebrates
Wernindia	Invertebrates
Leades	Invertebrates
Speoplanes	Invertebrates
Taeniapterinae	Invertebrates
Chloroherpetonaceae	Bacteria
Afifellaceae	Bacteria
Minwuiaceae	Bacteria
Rhodovibrionaceae	Bacteria
Tepidamorphaceae	Bacteria
Aurotalis	Invertebrates
Caffrocrambus	Invertebrates
Sebrus	Invertebrates
Autocrates	Invertebrates
Pharao	Plants and Fungi
Bochrus	Invertebrates
Capodemus	Invertebrates
Micracanthorhynchina	Invertebrates
Garter	Viruses
Leopard	Viruses
Omei	Viruses
Yangshan	Phages
'Micrutalis	Bacteria
Enoplolambrus	Invertebrates
Abediniales	Plants and Fungi
Microcoleusiopsis	Bacteria
Steenbok	Viruses
Blenny	Viruses
Broadnosed	Viruses
Mudhopper	Viruses
Trout	Viruses
Waltoni	Viruses
Polacanthoderes	Invertebrates
Feldmanniella	Invertebrates
Pseudocneorhinus	Invertebrates
Synolabus	Invertebrates
Dictyoglomaceae	Bacteria
Apulicallis	Invertebrates
Siculaphis	Invertebrates
Exostira	Invertebrates
Xiaogan	Viruses
Nesodexia	Invertebrates
Ascoglobospora	Plants and Fungi
Flavovirens	Invertebrates
Togashia	Invertebrates
Mesoprionus	Invertebrates
Piribelba	Invertebrates
Gilbertaria	Plants and Fungi
VectorIHP_581_RK_HF_Exo70_Native	Synthetic and Chimeric
Tauchira	Invertebrates
Enontekio	Viruses
Kilpisjarvi	Viruses
Kustavi	Viruses
Pedersore	Viruses
Utsjoki	Viruses
Tuatara	Viruses
Hameenlinna	Viruses
Hattula	Viruses
Inari	Viruses
Joutseno	Viruses
Karstula	Viruses
Kuusamo	Viruses
Lestijarvi	Viruses
Palkane	Viruses
Vaasa	Viruses
Acaciothrips	Invertebrates
Pseudophaeocytostroma	Plants and Fungi
Kalajoki	Viruses
Pura	Viruses
Tchangsinaia	Invertebrates
Demyrsus	Invertebrates
Howeotranes	Invertebrates
Miltotranes	Invertebrates
Pacindonus	Invertebrates
Parorthorhinus	Invertebrates
Siraton	Invertebrates
Tyrpetes	Invertebrates
Aterpini	Invertebrates
Pentarthrini	Invertebrates
Sophrorhinini	Invertebrates
Liverpool	Viruses
Rabai	Viruses
Siliquobolellus	Invertebrates
Australoluciola	Invertebrates
Medeopteryx	Invertebrates
'Morinda	Bacteria
'Rauvolfia	Bacteria
'Ayapana	Bacteria
Rhizomaticola	Plants and Fungi
Acantheis	Invertebrates
Chococtenus	Invertebrates
Gephyroctenus	Invertebrates
Phymatoctenus	Invertebrates
Lechia	Invertebrates
Centroctenus	Invertebrates
Cyrea	Invertebrates
carnivorous	Viruses
Chelonicola	Plants and Fungi
Neomanoharachariella	Plants and Fungi
Medlinella	Plants and Fungi
Hypsibiidae	Invertebrates
Pseudospironympha	Invertebrates
Brugerollina	Invertebrates
Nanospironympha	Invertebrates
Arabiconida	Invertebrates
Enriquea	Invertebrates
Setanida	Invertebrates
Langya	Viruses
Capsulimonadales	Bacteria
Senoculidae	Invertebrates
Dentocypria	Invertebrates
Cyclocyprididae	Invertebrates
Ormenophlebia	Invertebrates
rudbeckia	Viruses
Nanning	Viruses
Tonghua	Viruses
Zhangzhou	Viruses
Maanshan	Viruses
Lianyungang	Viruses
Hulunbuir	Viruses
Luoyang	Viruses
Kashgar	Viruses
Tongren	Viruses
Alashan	Viruses
Shangqiu	Viruses
Suizhou	Viruses
Huanggang	Viruses
Chuzhou	Viruses
Jinan	Viruses
Changdu	Viruses
Taian	Viruses
Dali	Viruses
Baoding	Viruses
Yushu	Viruses
Zhangye	Viruses
Yanbian	Viruses
Xining	Viruses
Qingyuan	Viruses
Zhangjiakou	Viruses
Circumfusicillium	Plants and Fungi
Linzhi	Viruses
Lhasa	Viruses
Daqing	Viruses
Chongqing	Viruses
Sanmenxia	Viruses
Xiangxi	Viruses
Baoshan	Viruses
Kunming	Viruses
Huaian	Viruses
Rizhao	Viruses
Qingyang	Viruses
Guoluo	Viruses
Bangxi	Viruses
Anshan	Viruses
Leshan	Viruses
Guyuan	Viruses
Haerbin	Viruses
Nanchang	Viruses
Heihe	Viruses
Dandong	Viruses
Mudanjiang	Viruses
Tongliao	Viruses
Wuhu	Viruses
Jiamusi	Viruses
Xian	Viruses
Ilyogynnis	Invertebrates
Shinobium	Invertebrates
Neoxenophthalmus	Invertebrates
Abditibacteriales	Bacteria
Williamwhitmaniaceae	Bacteria
Endoradiciella	Plants and Fungi
Troyus	Invertebrates
Neoherpotrichiella	Plants and Fungi
Newbrunswickomyces	Plants and Fungi
Pyrolycus	Vertebrates
Mulveyellus	Invertebrates
Heliophanoides	Invertebrates
Anajapygidae	Invertebrates
Beticola	Viruses
Manus	Invertebrates
carrot	Viruses
Oulastreidae	Invertebrates
Rhaphoxya	Invertebrates
Protelenomus	Invertebrates
Micrasepalum	Plants and Fungi
Microcybe	Plants and Fungi
alvulp	Viruses
Haplosciadium	Plants and Fungi
Paganuccia	Plants and Fungi
Leopoldia	Plants and Fungi
Ichthyobodonidae	Invertebrates
Chrismofulvea	Plants and Fungi
Tyraphus	Invertebrates
Xerotrema	Plants and Fungi
peach-associated	Viruses
Mesoamericatrema	Invertebrates
Fontisphaera	Bacteria
Branchiobaetis	Invertebrates
Angavokely	Viruses
Fusopsis	Invertebrates
Radiosperma	Invertebrates
Ascarops	Invertebrates
Phaeopholus	Invertebrates
Normaltica	Invertebrates
Penardella	Invertebrates
Giribetia	Invertebrates
Alepia	Invertebrates
Agathocles	Invertebrates
Strachia	Invertebrates
Metalasius	Invertebrates
Brachycerocoris	Invertebrates
Algiphilaceae	Bacteria
Agariciidae	Invertebrates
peony	Viruses
Cerataulus	Plants and Fungi
Hobaniella	Plants and Fungi
Neostreptotheca	Plants and Fungi
Ralfsiella	Plants and Fungi
Govania	Bacteria
Binderella	Invertebrates
Euwintonius	Invertebrates
Macrodampetrus	Invertebrates
Montalenia	Invertebrates
Octobunus	Invertebrates
Podauchenius	Invertebrates
Simalurius	Invertebrates
Typhlobunellus	Invertebrates
Typhloburista	Invertebrates
Sudaria	Invertebrates
Dampetrinae	Invertebrates
Hypoxestinae	Invertebrates
Polycoryphinae	Invertebrates
Selencinae	Invertebrates
Corcobara	Invertebrates
Marinilongibacter	Bacteria
Macrocyrtus	Invertebrates
Eupyrgops	Invertebrates
Proapocyrtus	Invertebrates
Microstrobilinia	Plants and Fungi
Stenalia	Invertebrates
Boucheona	Invertebrates
Carpotroche-associated	Viruses
Phaeospilodes	Invertebrates
Tettigometridae	Invertebrates
Pseudomitrula	Plants and Fungi
Monomicrocaryon	Invertebrates
Ptychaphelenchus	Invertebrates
Rhombomantis	Invertebrates
Lissa	Invertebrates
Micropisa	Invertebrates
Nagumoea	Plants and Fungi
Catracca	Invertebrates
Cypricercinae	Invertebrates
Candonini	Invertebrates
Pseudohepatospora	Plants and Fungi
Gabbiella	Invertebrates
Helicostoa	Invertebrates
Henipa-like	Viruses
Canaosa	Viruses
Feitosa	Viruses
Erpocotyle	Invertebrates
Intumescentia	Plants and Fungi
Seriphidium	Plants and Fungi
Crow	Viruses
Indoribates	Invertebrates
Loranthophycus	Plants and Fungi
Purple	Viruses
Diplocladiella	Plants and Fungi
Legendrea	Invertebrates
Mesogastrura	Invertebrates
Neocirrenalia	Plants and Fungi
Actinocladium	Plants and Fungi
Aqualignicola	Plants and Fungi
Ocellisimilis	Plants and Fungi
Uvarisporella	Plants and Fungi
Coronoepimeritus	Invertebrates
Siamcapillus	Bacteria
Anctus	Invertebrates
Anostoma	Invertebrates
Burringtonia	Invertebrates
Cochlorina	Invertebrates
Kora	Invertebrates
Liguus	Invertebrates
Odontostomus	Invertebrates
Otostomus	Invertebrates
Oxychona	Invertebrates
Pellicula	Invertebrates
Pseudoxychona	Invertebrates
Rhinus	Invertebrates
Sultana	Invertebrates
Cercops	Invertebrates
Graecophaedusa	Invertebrates
Nothoserrulina	Invertebrates
Pontophaedusella	Invertebrates
Laeviphaedusa	Invertebrates
'Moringa	Bacteria
Aposcutalus	Invertebrates
Tawhai	Invertebrates
Neostemphylium	Plants and Fungi
Saprodesmium	Plants and Fungi
Hemioniscus	Invertebrates
Tagoropsis	Invertebrates
Acipenserobdella	Invertebrates
Temminck's	Viruses
Atacamaspumella	Plants and Fungi
Chlorospumella	Plants and Fungi
Pseudapoikia	Plants and Fungi
Vivaspumella	Plants and Fungi
Paramurrayon	Invertebrates
Telomerlinius	Invertebrates
Paratanakia	Vertebrates
Alxa	Viruses
Fuhai	Viruses
Fuyun	Viruses
Qinghe	Viruses
SZW	Viruses
Microglomus	Invertebrates
Regioscalpellum	Invertebrates
Marcus-kochia	Plants and Fungi
Guenthera	Plants and Fungi
Parryodes	Plants and Fungi
Quezeliantha	Plants and Fungi
StxXX-converting	Phages
Paralepidapedon	Invertebrates
Cruoricola	Invertebrates
Maccallumtrema	Invertebrates
cacao	Viruses
Neomphalidae	Invertebrates
Iotula	Invertebrates
Miselaoma	Invertebrates
Pseudiotula	Invertebrates
Trocholaoma	Invertebrates
Periscolex	Invertebrates
Rhinodrilidae	Invertebrates
Baptista	Invertebrates
Hyrcanus	Invertebrates
Timasius	Invertebrates
Neomoliniella	Invertebrates
Monalonion	Invertebrates
Paratypton	Invertebrates
Coccotorus	Invertebrates
Protolamellodiscus	Invertebrates
Sciocharis	Invertebrates
Scioporus	Invertebrates
Pravonitor	Invertebrates
Tarocystis	Invertebrates
Expocystis	Invertebrates
Palmervillea	Invertebrates
Malandena	Invertebrates
Geminitor	Invertebrates
Paeonodes	Invertebrates
Propeniculus	Invertebrates
Pseudorbitacolax	Invertebrates
Platypezoidea	Invertebrates
Prolabeops	Vertebrates
Colacodasya	Plants and Fungi
Acercella	Invertebrates
Aspidiobates	Invertebrates
Australiobates	Invertebrates
Australorivacarus	Invertebrates
Austraturus	Invertebrates
Austrolimnochares	Invertebrates
Caenobates	Invertebrates
Diplodontus	Invertebrates
Procorticacarus	Invertebrates
Rhynchaustrobates	Invertebrates
Neotrichozetes	Invertebrates
Doliolina	Invertebrates
Cycetogamasus	Invertebrates
Neojordensia	Invertebrates
Zola	Invertebrates
Pseudobaptria	Invertebrates
Pseudentephria	Invertebrates
Aepyornithidae	Vertebrates
Dexopollenia	Invertebrates
Allozelotes	Invertebrates
Coillina	Invertebrates
Desidae	Invertebrates
Dianleucauge	Invertebrates
Eresidae	Invertebrates
Liphistiidae	Invertebrates
Paramigas	Invertebrates
Sinodraconarius	Invertebrates
Strigoplus	Invertebrates
Chthonopes	Invertebrates
Fluctus	Invertebrates
Hamadruas	Invertebrates
Oedignatha	Invertebrates
Polyboea	Invertebrates
Sceliscelis	Invertebrates
Sinanapis	Invertebrates
Sinoctenus	Invertebrates
Tibetima	Invertebrates
Xizangiana	Invertebrates
Polycatus	Invertebrates
Fontisubflavum	Bacteria
Ornithostrongylus	Invertebrates
Psilobotrys	Plants and Fungi
Tuberculiformia	Invertebrates
Piptoporus	Plants and Fungi
Desulfocapsaceae	Bacteria
Apaeleticus	Invertebrates
Callitula	Invertebrates
Metamycoplasmataceae	Bacteria
Scottolana	Invertebrates
Cucumeridinium	Plants and Fungi
Nagrajomyces	Plants and Fungi
Pectinospirura	Invertebrates
Neoterranova	Invertebrates
Turanium	Invertebrates
Ascetosporea	Invertebrates
Qingdao	Viruses
Xufa	Viruses
Neoheterophrictus	Invertebrates
Cocceupodidae	Invertebrates
Natronoglomus	Bacteria
Fervidibacillus	Bacteria
Almopos	Viruses
Althepos	Viruses
Diktys	Viruses
Megareus	Viruses
Minyas	Viruses
Phineus	Viruses
Taphios	Viruses
Triopas	Viruses
Ripariella	Plants and Fungi
Calliarcys	Invertebrates
Baggbo	Viruses
Bro	Viruses
Buska	Viruses
Dalkarlsbo	Viruses
Disbo	Viruses
Fallet	Viruses
Fors	Viruses
Fullsta	Viruses
Hallarsbo	Viruses
Heby	Viruses
Hede	Viruses
Hedemora	Viruses
Husby	Viruses
Karbo	Viruses
Koversta	Viruses
Kvarnon	Viruses
Malby	Viruses
Morgongava	Viruses
Nedre	Viruses
Ormpussen	Viruses
Osterbannback	Viruses
Sala	Viruses
Sater	Viruses
Sonnboviken	Viruses
Tierp	Viruses
Avesta	Viruses
Smedsang	Viruses
Gaddsjo	Viruses
Broddbo	Viruses
Hytton	Viruses
Hebron	Viruses
Kagbo	Viruses
Berg	Viruses
Ginka	Viruses
Hundmyran	Viruses
Nor	Viruses
Pelarsalen	Viruses
Tigridemyia	Invertebrates
Viverridae	Mammals
Heterobiantes	Invertebrates
Joensuu	Viruses
Tvarminne	Viruses
Dubernardia	Invertebrates
Scymnodalatias	Vertebrates
Resinogalea	Plants and Fungi
Capillidibolus	Viruses
Cybocephalidae	Invertebrates
Cyanolimnas	Vertebrates
Vikalpa	Plants and Fungi
Karthickia	Plants and Fungi
Ctenopus	Invertebrates
Stenoria	Invertebrates
Palaestra	Invertebrates
Australozonitis	Invertebrates
Zoltanzonitis	Invertebrates
Zonitodema	Invertebrates
Zonitomorpha	Invertebrates
Pseudozonitis	Invertebrates
Parablarinella	Mammals
Apatinema	Bacteria
Bothrideridae	Invertebrates
Megaira	Phages
Micreremites	Invertebrates
Diegoglossidium	Invertebrates
Suonthocola	Bacteria
Alitiscatomonas	Bacteria
Anthropogastromicrobium	Bacteria
Gallintestinimicrobium	Bacteria
Hominimerdicola	Bacteria
Huintestinicola	Bacteria
Suilimivivens	Bacteria
Porcipelethomonas	Bacteria
Germainiella	Plants and Fungi
Styotrichia	Invertebrates
Bovifimicola	Bacteria
Brotomerdimonas	Bacteria
Brotonthovivens	Bacteria
Hoministercoradaptatus	Bacteria
Helotidae	Invertebrates
Qiao	Invertebrates
Laedolimicola	Bacteria
Muricoprocola	Bacteria
Muriventricola	Bacteria
Astraeaceae	Plants and Fungi
'Cassia	Bacteria
Agyrtidae	Invertebrates
Heterodeviata	Invertebrates
Agaricodochium	Plants and Fungi
Amphibiobeania	Invertebrates
Tubariaceae	Plants and Fungi
Clitocybaceae	Plants and Fungi
Ephies	Invertebrates
Munamizoa	Invertebrates
Parastrangalis	Invertebrates
Pygostrangalia	Invertebrates
Etorofus	Invertebrates
Japanocorus	Invertebrates
Caraphia	Invertebrates
Dvorakia	Plants and Fungi
Meleagrid	Viruses
Diprioninae	Invertebrates
Metacanthocephalus	Invertebrates
Brazilozoros	Invertebrates
Alella	Invertebrates
Paraflavisolibacter	Bacteria
Puer	Viruses
Achilixius	Invertebrates
Bennarella	Invertebrates
Persis	Invertebrates
Furcilarnaca	Invertebrates
TIM5-like	Phages
Jingmenvirus	Viruses
Gynoplistia	Invertebrates
Zagloba	Invertebrates
Greenwoodiella	Plants and Fungi
Aeschylia	Invertebrates
Ambogaster	Invertebrates
Amerostenus	Invertebrates
Asparagobius	Invertebrates
Australeunotus	Invertebrates
Austroencyrtus	Invertebrates
Bohpa	Invertebrates
Boucekius	Invertebrates
Calymmochilus	Invertebrates
Cameronella	Invertebrates
Charitopus	Invertebrates
Chrysoctonus	Invertebrates
Cosmocomopsis	Invertebrates
Diaspiniphagus	Invertebrates
Ditropinotella	Invertebrates
Elatoides	Invertebrates
Encyrtocephalus	Invertebrates
Eunotiscus	Invertebrates
Exolabrum	Invertebrates
Gattonia	Invertebrates
Grooca	Invertebrates
Gyrolasomyia	Invertebrates
Heptagonatocerus	Invertebrates
Lambdobregma	Invertebrates
Lelapsomorpha	Invertebrates
Marlattiella	Invertebrates
Mimalaptus	Invertebrates
Neodipara	Invertebrates
Neotriadomerus	Invertebrates
Nepistenia	Invertebrates
Notanisus	Invertebrates
Odopoia	Invertebrates
Omphalodipara	Invertebrates
Paraeusandalum	Invertebrates
Parastethynium	Invertebrates
Pentacladia	Invertebrates
Perditorulus	Invertebrates
Perilampomyia	Invertebrates
Plastobelyta	Invertebrates
Premiscogaster	Invertebrates
Rivasia	Invertebrates
Storeya	Invertebrates
Trjapitzinellus	Invertebrates
Watshamia	Invertebrates
Zealaromma	Invertebrates
Zolotarewskya	Invertebrates
Boucekinini	Invertebrates
Callimomoides	Invertebrates
Keirana	Invertebrates
Ormocerinae	Invertebrates
Bowie	Invertebrates
Lycoderides	Invertebrates
Orbaceae	Bacteria
Wolfiporiopsis	Plants and Fungi
Hollia	Plants and Fungi
Centroglossa	Plants and Fungi
Tautochondria	Invertebrates
Rhyzodiastes	Invertebrates
Zingilamo	Viruses
Baculonistria	Invertebrates
Heterogemma	Plants and Fungi
Benna	Plants and Fungi
Diplopathes	Invertebrates
Chorisoserrata	Invertebrates
Dyakinodes	Invertebrates
Escala	Invertebrates
Columbarium	Invertebrates
Provocator	Invertebrates
Buccinastrum	Invertebrates
Malea	Invertebrates
Morum	Invertebrates
Mazatlania	Invertebrates
Triumphis	Invertebrates
Africotriton	Invertebrates
Turricostellaria	Invertebrates
Callipara	Invertebrates
Fulgurofusus	Invertebrates
Paradmete	Invertebrates
Fangzheng	Viruses
Ji'an	Viruses
Tahe	Viruses
Yichun	Viruses
Heminoemacheilus	Vertebrates
Bivaginogyrus	Invertebrates
Paraethmolaimus	Invertebrates
Pedinosoma	Invertebrates
Chillagoeidae	Invertebrates
Spirodiscus	Invertebrates
Thiovibrio	Bacteria
Litopenaeus	Viruses
Melicertus	Viruses
Lissodinium	Plants and Fungi
Mysticella	Plants and Fungi
Podolampadaceae	Plants and Fungi
Gaarderiella	Plants and Fungi
Crypsis	Invertebrates
Spinolyprops	Invertebrates
Belbodamaeus	Invertebrates
Allobelba	Invertebrates
Tokukobelba	Invertebrates
Lopadorrhynchidae	Invertebrates
Kelawakaju	Invertebrates
Buttonia	Plants and Fungi
Micractis	Plants and Fungi
Jeffreycia	Plants and Fungi
Harpachne	Plants and Fungi
Rapanea	Plants and Fungi
Afrosciadium	Plants and Fungi
Cystiplana	Invertebrates
Haloplanella	Invertebrates
Lonchoplanella	Invertebrates
Marirhynchus	Invertebrates
Maser	Viruses
Cyklopsia	Plants and Fungi
Langbiangia	Plants and Fungi
Oligacanthorhynchidae	Invertebrates
Neophaeosphaeriopsis	Plants and Fungi
Takashius	Invertebrates
Enielkenie	Invertebrates
Pseudowebbia	Invertebrates
Nakatopsis	Plants and Fungi
Stomatocystis	Invertebrates
Apolocystis	Invertebrates
Monoophorum	Invertebrates
Pseudohedya	Invertebrates
Spirodecospora	Plants and Fungi
Gendrespirura	Invertebrates
Rhizolepas	Invertebrates
Emarginoptyx	Invertebrates
Triangulara	Invertebrates
Dicrepidius	Invertebrates
Dipropus	Invertebrates
Nematidium	Invertebrates
Leidyula	Invertebrates
Zygnematophyceae	Plants and Fungi
clictilig	Viruses
