qseqid	stitle
TRINITY_DN8398_c0_g1_i6	PREDICTED: DCN1-like protein 4 [Fragaria vesca subsp. vesca]
TRINITY_DN8399_c0_g1_i3	acanthoscurrin-2-like, partial [Rosa chinensis]
TRINITY_DN83_c1_g1_i1	G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290 isoform X2 [Rosa chinensis]
TRINITY_DN83_c1_g2_i5	PREDICTED: cysteine-rich receptor-like protein kinase 10 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN83_c1_g3_i2	PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130 [Fragaria vesca subsp. vesca]
TRINITY_DN83_c1_g4_i1	PREDICTED: uncharacterized protein LOC101302120 [Fragaria vesca subsp. vesca]
TRINITY_DN8401_c0_g1_i5	PREDICTED: probable nucleoredoxin 1 [Fragaria vesca subsp. vesca]
TRINITY_DN8402_c0_g1_i2	Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Vitis vinifera]
TRINITY_DN8402_c0_g2_i1	Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Vitis vinifera]
TRINITY_DN8402_c1_g1_i1	Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Vitis vinifera]
TRINITY_DN8403_c0_g1_i21	PREDICTED: UPF0496 protein At3g19330 [Fragaria vesca subsp. vesca]
TRINITY_DN8404_c0_g1_i10	PREDICTED: tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like [Fragaria vesca subsp. vesca]
TRINITY_DN8405_c0_g1_i5	PREDICTED: piezo-type mechanosensitive ion channel homolog isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8406_c0_g1_i1	PREDICTED: SNF1-related protein kinase regulatory subunit beta-2 [Fragaria vesca subsp. vesca]
TRINITY_DN8406_c0_g2_i1	PREDICTED: SNF1-related protein kinase regulatory subunit beta-2 [Fragaria vesca subsp. vesca]
TRINITY_DN8407_c0_g1_i2	PREDICTED: photosystem II repair protein PSB27-H1, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8409_c0_g1_i1	PREDICTED: mitochondrial phosphate carrier protein 2, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN840_c0_g1_i13	PREDICTED: uncharacterized protein LOC101314078 [Fragaria vesca subsp. vesca]
TRINITY_DN840_c2_g1_i2	ankyrin repeat-containing protein At2g01680 [Prunus persica]
TRINITY_DN8410_c0_g1_i4	PREDICTED: cucumber peeling cupredoxin-like [Fragaria vesca subsp. vesca]
TRINITY_DN8411_c0_g1_i9	PREDICTED: aldehyde dehydrogenase family 7 member A1 [Fragaria vesca subsp. vesca]
TRINITY_DN8412_c0_g1_i3	PREDICTED: uncharacterized protein LOC101308737 [Fragaria vesca subsp. vesca]
TRINITY_DN8413_c0_g1_i5	PREDICTED: haloacid dehalogenase-like hydrolase domain-containing protein At3g48420 [Fragaria vesca subsp. vesca]
TRINITY_DN8414_c0_g1_i6	PREDICTED: transcription initiation factor IIA large subunit-like [Fragaria vesca subsp. vesca]
TRINITY_DN8416_c0_g1_i1	PREDICTED: peptide deformylase 1A, chloroplastic/mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN8417_c0_g1_i1	PREDICTED: uncharacterized protein LOC105349508 [Fragaria vesca subsp. vesca]
TRINITY_DN8418_c0_g1_i5	PREDICTED: uncharacterized oxidoreductase At1g06690, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8418_c0_g2_i2	uncharacterized oxidoreductase At1g06690, chloroplastic [Rosa chinensis]
TRINITY_DN8419_c0_g1_i4	PREDICTED: putative G3BP-like protein [Fragaria vesca subsp. vesca]
TRINITY_DN841_c0_g1_i3	PREDICTED: metal tolerance protein 11 [Fragaria vesca subsp. vesca]
TRINITY_DN8420_c0_g2_i2	PREDICTED: cytochrome b-c1 complex subunit 9-like [Fragaria vesca subsp. vesca]
TRINITY_DN8421_c0_g1_i5	PREDICTED: MACPF domain-containing protein NSL1 [Fragaria vesca subsp. vesca]
TRINITY_DN8422_c0_g1_i12	PREDICTED: sorting nexin 2B [Fragaria vesca subsp. vesca]
TRINITY_DN8423_c0_g1_i1	PREDICTED: protein SCAI [Fragaria vesca subsp. vesca]
TRINITY_DN8423_c0_g2_i1	PREDICTED: protein SCAI [Fragaria vesca subsp. vesca]
TRINITY_DN8424_c0_g1_i4	PREDICTED: LOW QUALITY PROTEIN: lysine histidine transporter-like 6 [Fragaria vesca subsp. vesca]
TRINITY_DN8426_c0_g1_i6	PREDICTED: exocyst complex component EXO70B1 [Fragaria vesca subsp. vesca]
TRINITY_DN8427_c0_g1_i6	PREDICTED: polyglutamine-binding protein 1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8428_c0_g1_i6	PREDICTED: ferric reduction oxidase 8, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN8428_c0_g2_i1	PREDICTED: vinorine synthase-like [Fragaria vesca subsp. vesca]
TRINITY_DN8429_c0_g1_i4	serine/threonine-protein kinase AFC2-like isoform X1 [Rosa chinensis]
TRINITY_DN8430_c0_g1_i5	PREDICTED: probable protein phosphatase 2C 33 [Fragaria vesca subsp. vesca]
TRINITY_DN8431_c0_g1_i6	PREDICTED: CBL-interacting protein kinase 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN8432_c0_g1_i3	PREDICTED: nudix hydrolase 18, mitochondrial-like [Fragaria vesca subsp. vesca]
TRINITY_DN8434_c0_g1_i1	PREDICTED: 40S ribosomal protein S21-2 [Fragaria vesca subsp. vesca]
TRINITY_DN8434_c1_g1_i2	PREDICTED: 40S ribosomal protein S21-2-like [Fragaria vesca subsp. vesca]
TRINITY_DN8437_c0_g1_i3	PREDICTED: BUD13 homolog [Fragaria vesca subsp. vesca]
TRINITY_DN8438_c0_g1_i4	PREDICTED: GDSL esterase/lipase At5g55050-like [Fragaria vesca subsp. vesca]
TRINITY_DN8439_c0_g1_i6	PREDICTED: ER lumen protein-retaining receptor-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN843_c0_g1_i6	PREDICTED: protein phosphatase 2C 16 [Fragaria vesca subsp. vesca]
TRINITY_DN8440_c0_g1_i5	PREDICTED: dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase [Fragaria vesca subsp. vesca]
TRINITY_DN8441_c0_g1_i3	PREDICTED: probable inactive receptor kinase At4g23740 [Fragaria vesca subsp. vesca]
TRINITY_DN8442_c0_g1_i4	PREDICTED: protein STICHEL [Fragaria vesca subsp. vesca]
TRINITY_DN8443_c0_g1_i5	PREDICTED: uncharacterized protein LOC101297757 [Fragaria vesca subsp. vesca]
TRINITY_DN8444_c0_g1_i1	PREDICTED: alpha-L-fucosidase 1 [Fragaria vesca subsp. vesca]
TRINITY_DN8445_c0_g1_i3	PREDICTED: uncharacterized protein LOC101296275 [Fragaria vesca subsp. vesca]
TRINITY_DN8445_c0_g2_i7	PREDICTED: uncharacterized protein LOC101304101 [Fragaria vesca subsp. vesca]
TRINITY_DN8446_c0_g1_i10	protein SPIRRIG-like isoform X2 [Rosa chinensis]
TRINITY_DN8446_c0_g2_i1	PREDICTED: O-glucosyltransferase rumi homolog [Fragaria vesca subsp. vesca]
TRINITY_DN8446_c0_g3_i1	PREDICTED: O-glucosyltransferase rumi homolog [Fragaria vesca subsp. vesca]
TRINITY_DN8447_c0_g1_i9	PREDICTED: probable glucan endo-1,3-beta-glucosidase A6 [Fragaria vesca subsp. vesca]
TRINITY_DN8448_c0_g1_i1	PREDICTED: protein DCL, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8449_c0_g1_i6	PREDICTED: aspartic proteinase-like protein 2, partial [Fragaria vesca subsp. vesca]
TRINITY_DN8449_c0_g2_i1	PREDICTED: uncharacterized protein At4g06744 [Fragaria vesca subsp. vesca]
TRINITY_DN844_c0_g1_i4	PREDICTED: ATP-dependent RNA helicase DHX36 [Fragaria vesca subsp. vesca]
TRINITY_DN844_c0_g2_i5	PREDICTED: ATP-dependent RNA helicase DHX36 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN8451_c0_g2_i1	PREDICTED: ankyrin repeat and zinc finger domain-containing protein 1 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN8454_c0_g1_i3	PREDICTED: uncharacterized protein LOC101310721 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8454_c1_g1_i2	PREDICTED: ferredoxin--NADP reductase, root isozyme, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8456_c0_g1_i3	unnamed protein product, partial [Vitis vinifera]
TRINITY_DN8456_c0_g2_i2	hypothetical protein DCAR_006148 [Daucus carota subsp. sativus]
TRINITY_DN8457_c0_g1_i2	PREDICTED: thioredoxin-like protein HCF164, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8457_c0_g2_i1	PREDICTED: thioredoxin-like protein HCF164, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8458_c0_g1_i5	PREDICTED: endoglucanase 10-like [Fragaria vesca subsp. vesca]
TRINITY_DN8459_c0_g1_i5	PREDICTED: uncharacterized protein LOC101313247 [Fragaria vesca subsp. vesca]
TRINITY_DN8459_c1_g2_i1	PREDICTED: probable sugar phosphate/phosphate translocator At1g12500 [Fragaria vesca subsp. vesca]
TRINITY_DN845_c0_g1_i2	PREDICTED: cysteine--tRNA ligase, cytoplasmic [Fragaria vesca subsp. vesca]
TRINITY_DN8460_c0_g1_i3	geraniol 8-hydroxylase-like [Rosa chinensis]
TRINITY_DN8460_c1_g1_i1	PREDICTED: geraniol 8-hydroxylase-like [Fragaria vesca subsp. vesca]
TRINITY_DN8460_c2_g1_i1	geraniol 8-hydroxylase-like [Rosa chinensis]
TRINITY_DN8461_c0_g1_i4	PREDICTED: uncharacterized protein LOC101294829 [Fragaria vesca subsp. vesca]
TRINITY_DN8463_c0_g1_i3	PREDICTED: uncharacterized protein LOC101310245 [Fragaria vesca subsp. vesca]
TRINITY_DN8464_c0_g1_i7	PREDICTED: dolichol kinase [Fragaria vesca subsp. vesca]
TRINITY_DN8464_c0_g2_i2	PREDICTED: uncharacterized protein LOC105353520 [Fragaria vesca subsp. vesca]
TRINITY_DN8465_c0_g1_i5	PREDICTED: lysosomal beta glucosidase-like [Fragaria vesca subsp. vesca]
TRINITY_DN8468_c0_g1_i3	prostatic spermine-binding protein-like [Rosa chinensis]
TRINITY_DN8469_c0_g1_i2	PREDICTED: ferredoxin-1-like [Fragaria vesca subsp. vesca]
TRINITY_DN8469_c1_g1_i15	Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Vitis vinifera]
TRINITY_DN8469_c2_g1_i10	PREDICTED: uncharacterized protein LOC101293409 [Fragaria vesca subsp. vesca]
TRINITY_DN846_c0_g1_i5	PREDICTED: uncharacterized protein PF11_0207-like [Fragaria vesca subsp. vesca]
TRINITY_DN846_c1_g1_i4	PREDICTED: uncharacterized protein LOC101303630 [Fragaria vesca subsp. vesca]
TRINITY_DN8471_c0_g1_i9	PREDICTED: uncharacterized protein LOC101305160 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8472_c0_g2_i1	BON1-associated protein 2 [Rosa chinensis]
TRINITY_DN8473_c0_g1_i3	PREDICTED: ribosomal L1 domain-containing protein 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN8473_c0_g2_i5	PREDICTED: uncharacterized protein LOC109005781 [Juglans regia]
TRINITY_DN8473_c0_g3_i1	PREDICTED: ribosomal L1 domain-containing protein 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN8474_c0_g1_i6	PREDICTED: guard cell S-type anion channel SLAC1 [Fragaria vesca subsp. vesca]
TRINITY_DN8475_c0_g1_i9	PREDICTED: uncharacterized protein LOC101298146 [Fragaria vesca subsp. vesca]
TRINITY_DN8475_c0_g2_i1	PREDICTED: uncharacterized protein LOC101294672 [Fragaria vesca subsp. vesca]
TRINITY_DN8475_c0_g3_i1	uncharacterized protein LOC112194910 [Rosa chinensis]
TRINITY_DN8477_c0_g1_i5	uncharacterized protein At5g03900, chloroplastic-like isoform X2 [Rosa chinensis]
TRINITY_DN8477_c0_g2_i1	PREDICTED: uncharacterized protein At5g03900, chloroplastic-like [Fragaria vesca subsp. vesca]
TRINITY_DN8479_c0_g1_i3	endo-beta-1,4-glucanase [Fragaria x ananassa]
TRINITY_DN847_c0_g1_i2	PREDICTED: F-box/kelch-repeat protein At3g23880-like [Fragaria vesca subsp. vesca]
TRINITY_DN8481_c0_g1_i2	PREDICTED: extra-large guanine nucleotide-binding protein 3-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8482_c0_g1_i13	PREDICTED: putative serine/threonine-protein kinase [Fragaria vesca subsp. vesca]
TRINITY_DN8483_c0_g1_i4	PREDICTED: ER lumen protein-retaining receptor A [Fragaria vesca subsp. vesca]
TRINITY_DN8484_c0_g1_i4	protein root UVB sensitive 5 [Prunus yedoensis var. nudiflora]
TRINITY_DN8484_c0_g2_i8	PREDICTED: protein root UVB sensitive 5 [Fragaria vesca subsp. vesca]
TRINITY_DN8485_c0_g1_i3	PREDICTED: alpha-(1,4)-fucosyltransferase [Fragaria vesca subsp. vesca]
TRINITY_DN8486_c0_g1_i5	PREDICTED: uncharacterized methyltransferase At1g78140, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8487_c0_g1_i12	PREDICTED: uncharacterized protein LOC101310091 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8487_c1_g1_i1	PREDICTED: protein SHORT INTERNODES-like [Fragaria vesca subsp. vesca]
TRINITY_DN8488_c0_g1_i6	PREDICTED: U-box domain-containing protein 4-like [Fragaria vesca subsp. vesca]
TRINITY_DN8489_c0_g1_i1	PREDICTED: F-box/LRR-repeat protein At4g14103-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8490_c0_g1_i6	probable tyrosine-protein phosphatase At1g05000-like [Fragaria vesca]
TRINITY_DN8491_c0_g1_i1	PREDICTED: alpha-1,4 glucan phosphorylase L isozyme, chloroplastic/amyloplastic-like [Fragaria vesca subsp. vesca]
TRINITY_DN8492_c0_g1_i1	PREDICTED: probable copper-transporting ATPase HMA5 [Fragaria vesca subsp. vesca]
TRINITY_DN8492_c0_g2_i1	PREDICTED: probable copper-transporting ATPase HMA5 [Fragaria vesca subsp. vesca]
TRINITY_DN8495_c0_g1_i10	PREDICTED: translation initiation factor eIF-2B subunit alpha-like [Fragaria vesca subsp. vesca]
TRINITY_DN8495_c1_g1_i7	PREDICTED: gamma-glutamyltranspeptidase 1-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN8495_c2_g1_i5	PREDICTED: neutral alpha-glucosidase C isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8496_c0_g1_i4	PREDICTED: WRKY transcription factor 44 [Fragaria vesca subsp. vesca]
TRINITY_DN8498_c0_g1_i2	PREDICTED: probable potassium transporter 17 [Fragaria vesca subsp. vesca]
TRINITY_DN8499_c0_g1_i7	PREDICTED: uncharacterized protein LOC101305353 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN849_c0_g1_i4	PREDICTED: cyclic nucleotide-gated ion channel 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN84_c0_g2_i1	PREDICTED: cytochrome P450 86A7 [Fragaria vesca subsp. vesca]
TRINITY_DN84_c1_g1_i3	PREDICTED: 33 kDa ribonucleoprotein, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8500_c0_g1_i2	PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase At1g11330 [Fragaria vesca subsp. vesca]
TRINITY_DN8500_c0_g2_i1	histone chaperone ASF1 isoform X2 [Rosa chinensis]
TRINITY_DN8500_c2_g1_i3	PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase At1g11330 [Fragaria vesca subsp. vesca]
TRINITY_DN8501_c0_g1_i5	PREDICTED: transmembrane 9 superfamily member 1 [Fragaria vesca subsp. vesca]
TRINITY_DN8501_c0_g2_i1	hypothetical protein DVH24_033173 [Malus domestica]
TRINITY_DN8502_c0_g1_i13	PREDICTED: nuclear transcription factor Y subunit A-7 [Fragaria vesca subsp. vesca]
TRINITY_DN8503_c0_g1_i2	PREDICTED: probable cellulose synthase A catalytic subunit 3 [UDP-forming] [Fragaria vesca subsp. vesca]
TRINITY_DN8504_c0_g1_i2	PREDICTED: kinesin-like protein KIF20B isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8505_c0_g1_i5	PREDICTED: AMSH-like ubiquitin thioesterase 1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8506_c0_g1_i2	putative chlorophyll A-B binding protein [Rosa chinensis]
TRINITY_DN8508_c0_g1_i11	PREDICTED: probable starch synthase 4, chloroplastic/amyloplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8509_c0_g1_i2	PREDICTED: acyl-CoA-binding domain-containing protein 3-like [Fragaria vesca subsp. vesca]
TRINITY_DN8510_c0_g1_i6	PREDICTED: uncharacterized protein LOC101300265 [Fragaria vesca subsp. vesca]
TRINITY_DN8510_c0_g2_i1	PREDICTED: uncharacterized protein LOC101300265 [Fragaria vesca subsp. vesca]
TRINITY_DN8511_c0_g1_i1	PREDICTED: uncharacterized protein LOC101296319 [Fragaria vesca subsp. vesca]
TRINITY_DN8512_c0_g1_i3	PREDICTED: probable receptor-like protein kinase At1g67000 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN8514_c0_g1_i4	phosphoglycerate mutase-like protein AT74H isoform X2 [Rosa chinensis]
TRINITY_DN8515_c0_g1_i13	PREDICTED: protein SRG1-like [Fragaria vesca subsp. vesca]
TRINITY_DN8516_c0_g1_i4	PREDICTED: uncharacterized protein LOC101313816 [Fragaria vesca subsp. vesca]
TRINITY_DN8517_c0_g3_i3	PREDICTED: probable serine/threonine-protein kinase Cx32, chloroplastic isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8518_c0_g1_i6	PREDICTED: exocyst complex component EXO70A1-like [Fragaria vesca subsp. vesca]
TRINITY_DN851_c1_g1_i6	putative flavonol 3-O-glucosyltransferase [Rosa chinensis]
TRINITY_DN851_c1_g2_i2	UDP-glucose flavonoid 3-O-glucosyltransferase 7-like [Rosa chinensis]
TRINITY_DN8520_c0_g1_i2	hypothetical protein RchiOBHm_Chr4g0385081 [Rosa chinensis]
TRINITY_DN8521_c0_g1_i2	PREDICTED: U-box domain-containing protein 43-like [Fragaria vesca subsp. vesca]
TRINITY_DN8522_c0_g1_i1	PREDICTED: ER membrane protein complex subunit 2 [Fragaria vesca subsp. vesca]
TRINITY_DN8523_c0_g1_i2	PREDICTED: TMV resistance protein N-like [Fragaria vesca subsp. vesca]
TRINITY_DN8524_c0_g1_i4	PREDICTED: uncharacterized protein LOC101294950 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8525_c0_g1_i7	PREDICTED: zinc-finger homeodomain protein 6 [Fragaria vesca subsp. vesca]
TRINITY_DN8525_c1_g2_i1	hypothetical protein DVH24_029714 [Malus domestica]
TRINITY_DN8526_c0_g1_i25	PREDICTED: uncharacterized protein LOC101294649 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8527_c0_g1_i6	PREDICTED: phosphoribulokinase, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8528_c0_g1_i6	NF-X1-type zinc finger protein NFXL2 [Rosa chinensis]
TRINITY_DN852_c0_g1_i7	PREDICTED: NADH dehydrogenase [ubiquinone] complex I, assembly factor 7 [Fragaria vesca subsp. vesca]
TRINITY_DN8530_c0_g1_i12	E3 ubiquitin-protein ligase CIP8 [Rosa chinensis]
TRINITY_DN8531_c0_g1_i5	PREDICTED: ubiquitin carboxyl-terminal hydrolase 23 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8533_c0_g1_i2	PREDICTED: protein SAND [Fragaria vesca subsp. vesca]
TRINITY_DN8534_c0_g1_i8	PREDICTED: DELLA protein GAIP [Fragaria vesca subsp. vesca]
TRINITY_DN8537_c0_g1_i1	PREDICTED: protein LURP-one-related 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN8538_c0_g1_i2	PREDICTED: putative glucose-6-phosphate 1-epimerase [Fragaria vesca subsp. vesca]
TRINITY_DN8539_c0_g1_i4	putative cysteine-rich transmembrane CYSTM domain-containing protein [Rosa chinensis]
TRINITY_DN8539_c0_g2_i2	putative cysteine-rich transmembrane CYSTM domain-containing protein [Rosa chinensis]
TRINITY_DN853_c0_g1_i1	PREDICTED: major allergen Pru ar 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN853_c1_g1_i3	PREDICTED: major allergen Pru av 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN853_c1_g2_i6	PREDICTED: major allergen Pru ar 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN8540_c0_g1_i6	PREDICTED: F-box protein At4g00755 [Fragaria vesca subsp. vesca]
TRINITY_DN8541_c0_g1_i6	histone deacetylase 5 [Rosa chinensis]
TRINITY_DN8542_c0_g1_i1	PREDICTED: uncharacterized protein LOC101307786 [Fragaria vesca subsp. vesca]
TRINITY_DN8543_c0_g1_i4	PREDICTED: pentatricopeptide repeat-containing protein At4g01400, mitochondrial-like [Fragaria vesca subsp. vesca]
TRINITY_DN8544_c0_g1_i2	hypothetical protein C1H46_020378 [Malus baccata]
TRINITY_DN8544_c0_g2_i1	PREDICTED: UDP-N-acetylglucosamine transferase subunit ALG13 homolog [Fragaria vesca subsp. vesca]
TRINITY_DN8546_c0_g1_i7	PREDICTED: serine/arginine repetitive matrix protein 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN8549_c0_g2_i5	PREDICTED: serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform-like [Fragaria vesca subsp. vesca]
TRINITY_DN8551_c0_g1_i1	PREDICTED: 18 kDa seed maturation protein [Fragaria vesca subsp. vesca]
TRINITY_DN8552_c0_g1_i1	PREDICTED: outer envelope pore protein 16-4, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8552_c0_g2_i1	PREDICTED: outer envelope pore protein 16-4, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8554_c0_g1_i1	DNA polymerase lambda-like [Rosa chinensis]
TRINITY_DN8555_c0_g1_i1	PREDICTED: exosome complex component RRP42 [Fragaria vesca subsp. vesca]
TRINITY_DN8556_c0_g1_i1	pentatricopeptide repeat-containing protein [Pyrus ussuriensis x Pyrus communis]
TRINITY_DN8557_c0_g2_i1	PREDICTED: uncharacterized protein LOC101297392 [Fragaria vesca subsp. vesca]
TRINITY_DN855_c0_g1_i6	PREDICTED: pentatricopeptide repeat-containing protein At3g02490, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN8560_c0_g1_i2	PREDICTED: uncharacterized protein LOC101304828 [Fragaria vesca subsp. vesca]
TRINITY_DN8562_c0_g1_i1	PREDICTED: deoxyribodipyrimidine photo-lyase-like [Fragaria vesca subsp. vesca]
TRINITY_DN8563_c0_g1_i7	PREDICTED: U-box domain-containing protein 33 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN8564_c0_g1_i12	PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase RLK1 [Fragaria vesca subsp. vesca]
TRINITY_DN8565_c0_g1_i3	PREDICTED: glutathione reductase, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8567_c0_g2_i1	PREDICTED: transcription factor MYB12-like [Fragaria vesca subsp. vesca]
TRINITY_DN8567_c1_g2_i3	PREDICTED: uncharacterized protein LOC101308274 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8567_c6_g1_i5	PREDICTED: MLO-like protein 3 [Fragaria vesca subsp. vesca]
TRINITY_DN8568_c0_g1_i1	PREDICTED: ABC transporter G family member 11 [Fragaria vesca subsp. vesca]
TRINITY_DN8569_c0_g1_i3	PREDICTED: ferredoxin-thioredoxin reductase, variable chain [Fragaria vesca subsp. vesca]
TRINITY_DN8569_c0_g2_i6	hypothetical protein AMTR_s00334p00011530 [Amborella trichopoda]
TRINITY_DN856_c0_g1_i4	PREDICTED: cytosolic endo-beta-N-acetylglucosaminidase [Fragaria vesca subsp. vesca]
TRINITY_DN8570_c0_g1_i1	PREDICTED: transcription initiation factor TFIID subunit 11 [Fragaria vesca subsp. vesca]
TRINITY_DN8574_c2_g1_i1	cytochrome b-c1 complex subunit Rieske, mitochondrial [Frankliniella occidentalis]
TRINITY_DN8576_c0_g1_i8	PREDICTED: anaphase-promoting complex subunit 8 [Fragaria vesca subsp. vesca]
TRINITY_DN8576_c1_g1_i1	PREDICTED: zeaxanthin epoxidase, chloroplastic-like [Fragaria vesca subsp. vesca]
TRINITY_DN8577_c0_g1_i6	PREDICTED: protein NRT1/ PTR FAMILY 6.3 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8578_c0_g1_i7	PREDICTED: condensin complex subunit 1 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN8579_c0_g1_i5	PREDICTED: expansin-A6 [Fragaria vesca subsp. vesca]
TRINITY_DN857_c0_g1_i1	PREDICTED: riboflavin biosynthesis protein PYRD, chloroplastic-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN857_c0_g3_i1	PREDICTED: centromere/kinetochore protein zw10 homolog isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN8580_c0_g1_i3	PREDICTED: zinc finger protein CONSTANS-LIKE 13 [Fragaria vesca subsp. vesca]
TRINITY_DN8581_c0_g1_i5	PREDICTED: cysteine-rich repeat secretory protein 38-like [Fragaria vesca subsp. vesca]
TRINITY_DN8582_c0_g1_i3	PREDICTED: aldehyde dehydrogenase family 2 member B4, mitochondrial [Fragaria vesca subsp. vesca]
TRINITY_DN8586_c0_g1_i6	PREDICTED: asparagine--tRNA ligase, cytoplasmic 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN8587_c0_g1_i1	PREDICTED: BSD domain-containing protein 1 [Fragaria vesca subsp. vesca]
TRINITY_DN8589_c0_g1_i9	unnamed protein product [Brassica rapa]
TRINITY_DN858_c0_g1_i11	PREDICTED: NEDD8-activating enzyme E1 regulatory subunit [Fragaria vesca subsp. vesca]
TRINITY_DN8590_c0_g1_i3	PREDICTED: uncharacterized aarF domain-containing protein kinase 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN8592_c0_g1_i3	luc7-like protein 3 [Rosa chinensis]
TRINITY_DN8593_c0_g1_i3	PREDICTED: serine/arginine repetitive matrix protein 2 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN8594_c0_g1_i1	PREDICTED: photosynthetic NDH subunit of lumenal location 5, chloroplastic [Fragaria vesca subsp. vesca]
TRINITY_DN8595_c0_g1_i1	PREDICTED: anthocyanidin 3-O-glucosyltransferase 5-like [Fragaria vesca subsp. vesca]
TRINITY_DN8595_c0_g2_i1	PREDICTED: probable Xaa-Pro aminopeptidase P [Fragaria vesca subsp. vesca]
TRINITY_DN8597_c0_g1_i10	PREDICTED: probable WRKY transcription factor 70 [Fragaria vesca subsp. vesca]
TRINITY_DN8598_c0_g1_i3	PREDICTED: probable potassium transporter 13 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN8599_c0_g1_i4	PREDICTED: calmodulin-like protein 3 [Fragaria vesca subsp. vesca]
TRINITY_DN859_c0_g1_i8	PREDICTED: wall-associated receptor kinase-like 3 [Fragaria vesca subsp. vesca]
TRINITY_DN85_c0_g1_i3	PREDICTED: BEL1-like homeodomain protein 2 [Fragaria vesca subsp. vesca]
TRINITY_DN85_c1_g1_i1	PREDICTED: 60S acidic ribosomal protein P3 [Fragaria vesca subsp. vesca]
