qseqid	stitle
TRINITY_DN4394_c1_g1_i4	PREDICTED: transcription repressor KAN1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN441_c0_g1_i4	PREDICTED: transcription repressor MYB5 [Fragaria vesca subsp. vesca]
TRINITY_DN44299_c0_g1_i1	transcription factor ERF35 [Fragaria x ananassa]
TRINITY_DN443_c0_g1_i10	PREDICTED: myb family transcription factor APL isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN4445_c0_g1_i6	PREDICTED: mediator of RNA polymerase II transcription subunit 32 [Fragaria vesca subsp. vesca]
TRINITY_DN445_c0_g1_i1	PREDICTED: transcription factor bHLH79 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN445_c0_g3_i1	PREDICTED: transcription factor bHLH77-like [Fragaria vesca subsp. vesca]
TRINITY_DN446_c1_g1_i3	PREDICTED: trihelix transcription factor ASIL1 [Fragaria vesca subsp. vesca]
TRINITY_DN44754_c0_g1_i1	putative transcription factor C3H family [Rosa chinensis]
TRINITY_DN4487_c0_g1_i5	PREDICTED: calmodulin-binding transcription activator 3-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN4508_c0_g1_i5	PREDICTED: probable mediator of RNA polymerase II transcription subunit 37e [Fragaria vesca subsp. vesca]
TRINITY_DN451_c2_g1_i1	PREDICTED: transcription activator GLK1-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN45280_c0_g1_i1	PREDICTED: transcription repressor OFP17 [Fragaria vesca subsp. vesca]
TRINITY_DN45280_c0_g2_i1	PREDICTED: transcription repressor OFP17 [Fragaria vesca subsp. vesca]
TRINITY_DN45570_c0_g1_i3	PREDICTED: transcription factor bHLH30 [Fragaria vesca subsp. vesca]
TRINITY_DN4557_c0_g1_i13	PREDICTED: transcription factor btd [Fragaria vesca subsp. vesca]
TRINITY_DN45645_c0_g1_i1	PREDICTED: transcription factor bHLH96 [Fragaria vesca subsp. vesca]
TRINITY_DN45704_c0_g1_i1	PREDICTED: mediator of RNA polymerase II transcription subunit 1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN4572_c0_g1_i8	PREDICTED: transcription factor HY5-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN4577_c0_g1_i2	probable mediator of RNA polymerase II transcription subunit 36b [Rosa chinensis]
TRINITY_DN4579_c0_g2_i1	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN4586_c0_g1_i4	PREDICTED: transcription factor BIM1 [Fragaria vesca subsp. vesca]
TRINITY_DN45966_c0_g1_i1	PREDICTED: transcription factor MYB46-like [Fragaria vesca subsp. vesca]
TRINITY_DN46090_c2_g1_i2	PREDICTED: probable WRKY transcription factor 71 [Fragaria vesca subsp. vesca]
TRINITY_DN4609_c0_g1_i11	PREDICTED: transcription factor BIM1 [Fragaria vesca subsp. vesca]
TRINITY_DN46213_c0_g1_i2	PREDICTED: transcription factor bHLH91-like [Fragaria vesca subsp. vesca]
TRINITY_DN46213_c1_g1_i1	PREDICTED: transcription factor bHLH91-like [Fragaria vesca subsp. vesca]
TRINITY_DN46269_c0_g1_i1	putative transcription factor MYB-HB-like family [Rosa chinensis]
TRINITY_DN46288_c0_g1_i1	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN46288_c0_g2_i1	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN46382_c0_g2_i1	trihelix transcription factor GT-2-like [Hevea brasiliensis]
TRINITY_DN46510_c0_g1_i1	PREDICTED: probable transcriptional regulator SLK2 [Fragaria vesca subsp. vesca]
TRINITY_DN46760_c0_g1_i1	putative transcription factor WRKY family [Rosa chinensis]
TRINITY_DN4683_c1_g1_i10	putative transcription factor C2H2 family [Rosa chinensis]
TRINITY_DN46869_c0_g1_i1	PREDICTED: probable WRKY transcription factor 74 [Fragaria vesca subsp. vesca]
TRINITY_DN4699_c0_g1_i2	transcription factor ERF61 [Fragaria x ananassa]
TRINITY_DN47047_c0_g1_i1	PREDICTED: putative transcription factor bHLH041 [Fragaria vesca subsp. vesca]
TRINITY_DN47047_c1_g1_i2	PREDICTED: putative transcription factor bHLH041 [Fragaria vesca subsp. vesca]
TRINITY_DN47102_c0_g1_i1	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN4716_c0_g1_i1	PREDICTED: transcription factor VOZ1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN47213_c0_g1_i1	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN4727_c0_g1_i1	PREDICTED: transcription factor PIF3 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN47325_c0_g1_i1	putative transcription factor C3H family [Rosa chinensis]
TRINITY_DN4735_c0_g1_i8	PREDICTED: putative mediator of RNA polymerase II transcription subunit 26 [Fragaria vesca subsp. vesca]
TRINITY_DN4736_c0_g2_i2	PREDICTED: mediator of RNA polymerase II transcription subunit 31 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN47387_c0_g1_i1	PREDICTED: B3 domain-containing transcription factor LEC2-like [Fragaria vesca subsp. vesca]
TRINITY_DN47411_c0_g1_i1	PREDICTED: AP2-like ethylene-responsive transcription factor AIL1 [Fragaria vesca subsp. vesca]
TRINITY_DN47411_c0_g2_i1	PREDICTED: AP2-like ethylene-responsive transcription factor ANT [Fragaria vesca subsp. vesca]
TRINITY_DN47411_c0_g3_i1	PREDICTED: AP2-like ethylene-responsive transcription factor ANT [Fragaria vesca subsp. vesca]
TRINITY_DN4749_c0_g1_i4	PREDICTED: transcription factor ICE1 [Fragaria vesca subsp. vesca]
TRINITY_DN4760_c0_g1_i10	PREDICTED: nuclear transcription factor Y subunit A-4-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN4787_c0_g1_i1	transcription factor ERF25 [Fragaria x ananassa]
TRINITY_DN47909_c0_g1_i1	PREDICTED: heat stress transcription factor B-4 [Fragaria vesca subsp. vesca]
TRINITY_DN47909_c0_g2_i1	PREDICTED: heat stress transcription factor B-4 [Fragaria vesca subsp. vesca]
TRINITY_DN48089_c0_g1_i1	PREDICTED: ethylene-responsive transcription factor ERF096-like [Fragaria vesca subsp. vesca]
TRINITY_DN4810_c1_g1_i6	PREDICTED: CCR4-NOT transcription complex subunit 1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN48142_c0_g1_i1	transcription factor BIM2-like isoform X1 [Rosa chinensis]
TRINITY_DN48261_c0_g1_i1	PREDICTED: transcription factor DYSFUNCTIONAL TAPETUM 1 [Fragaria vesca subsp. vesca]
TRINITY_DN48261_c0_g2_i1	PREDICTED: transcription factor DYSFUNCTIONAL TAPETUM 1 [Fragaria vesca subsp. vesca]
TRINITY_DN48318_c0_g1_i4	PREDICTED: GATA transcription factor 12 [Fragaria vesca subsp. vesca]
TRINITY_DN48338_c0_g1_i2	General transcription factor 3C polypeptide 2 [Mucuna pruriens]
TRINITY_DN48359_c0_g1_i1	PREDICTED: CCR4-NOT transcription complex subunit 1 isoform X3 [Fragaria vesca subsp. vesca]
TRINITY_DN4852_c0_g1_i5	PREDICTED: calmodulin-binding transcription activator 5 [Fragaria vesca subsp. vesca]
TRINITY_DN4870_c0_g1_i2	PREDICTED: transcriptional corepressor LEUNIG isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN48720_c0_g1_i1	PREDICTED: transcription factor bHLH79 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN48880_c0_g1_i1	transcription initiation factor IIF subunit alpha-like [Papaver somniferum]
TRINITY_DN4894_c1_g1_i2	PREDICTED: transcription initiation factor TFIID subunit 1 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN4917_c0_g1_i8	PREDICTED: NAC transcription factor 25-like [Fragaria vesca subsp. vesca]
TRINITY_DN49230_c0_g1_i1	PREDICTED: transcription initiation factor TFIID subunit 14b-like [Fragaria vesca subsp. vesca]
TRINITY_DN49279_c0_g1_i1	PREDICTED: general transcription factor IIH subunit 3 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN49356_c0_g1_i1	PREDICTED: NAC transcription factor ONAC010-like [Fragaria vesca subsp. vesca]
TRINITY_DN49356_c0_g2_i1	PREDICTED: NAC transcription factor ONAC010-like [Fragaria vesca subsp. vesca]
TRINITY_DN4937_c1_g1_i3	PREDICTED: trihelix transcription factor ASIL2 [Fragaria vesca subsp. vesca]
TRINITY_DN4937_c1_g2_i1	PREDICTED: trihelix transcription factor ASIL2 [Fragaria vesca subsp. vesca]
TRINITY_DN49_c0_g1_i9	transcriptional activator Myb [Fragaria vesca]
TRINITY_DN4_c0_g1_i6	PREDICTED: trihelix transcription factor ASIL2 [Fragaria vesca subsp. vesca]
TRINITY_DN4_c1_g1_i1	PREDICTED: trihelix transcription factor ASIL1 [Fragaria vesca subsp. vesca]
TRINITY_DN5002_c0_g1_i1	PREDICTED: transcription factor bHLH148-like [Fragaria vesca subsp. vesca]
TRINITY_DN5021_c0_g2_i1	PREDICTED: nuclear transcription factor Y subunit C-1 [Fragaria vesca subsp. vesca]
TRINITY_DN5022_c0_g1_i8	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN50492_c0_g1_i1	PREDICTED: transcription factor MYB114-like [Fragaria vesca subsp. vesca]
TRINITY_DN50534_c0_g2_i4	PREDICTED: transcription factor bHLH100-like [Fragaria vesca subsp. vesca]
TRINITY_DN5057_c0_g1_i13	PREDICTED: ethylene-responsive transcription factor RAP2-7-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN50609_c0_g1_i1	transcription factor ERF39 [Fragaria x ananassa]
TRINITY_DN5067_c0_g1_i4	PREDICTED: probable mediator of RNA polymerase II transcription subunit 37e [Fragaria vesca subsp. vesca]
TRINITY_DN5078_c1_g1_i5	PREDICTED: mediator of RNA polymerase II transcription subunit 30-like [Fragaria vesca subsp. vesca]
TRINITY_DN50866_c0_g2_i1	putative chromatin remodeling & transcriptional activation CHROMO-DOMAIN family [Rosa chinensis]
TRINITY_DN51185_c0_g1_i1	PREDICTED: probable WRKY transcription factor 14 [Fragaria vesca subsp. vesca]
TRINITY_DN51185_c1_g1_i1	PREDICTED: probable WRKY transcription factor 14 [Fragaria vesca subsp. vesca]
TRINITY_DN51228_c0_g1_i1	PREDICTED: NAC transcription factor 25-like [Fragaria vesca subsp. vesca]
TRINITY_DN51253_c0_g1_i1	transcription initiation factor TFIID subunit 1 isoform X1 [Rosa chinensis]
TRINITY_DN51581_c0_g1_i2	PREDICTED: trihelix transcription factor GT-1-like [Fragaria vesca subsp. vesca]
TRINITY_DN51717_c0_g1_i3	B3 domain-containing transcription factor VRN1-like [Rosa chinensis]
TRINITY_DN5180_c0_g1_i3	PREDICTED: transcription factor WER-like [Fragaria vesca subsp. vesca]
TRINITY_DN52140_c0_g1_i6	PREDICTED: transcription factor WER-like [Fragaria vesca subsp. vesca]
TRINITY_DN52223_c0_g1_i1	nuclear transcription factor Y subunit A-1-like [Prunus avium]
TRINITY_DN5224_c0_g2_i2	putative ribonuclease H-like domain, transcription elongation factor Spt6, Tex-like protein [Rosa chinensis]
TRINITY_DN5225_c0_g1_i3	transcription factor ERF20 [Fragaria x ananassa]
TRINITY_DN52274_c0_g1_i3	PREDICTED: general transcription factor IIH subunit 3 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN52331_c0_g1_i2	PREDICTED: AP2-like ethylene-responsive transcription factor ANT [Fragaria vesca subsp. vesca]
TRINITY_DN52426_c0_g1_i2	PREDICTED: mediator of RNA polymerase II transcription subunit 13 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN52436_c0_g1_i1	PREDICTED: CCR4-NOT transcription complex subunit 1 isoform X3 [Fragaria vesca subsp. vesca]
TRINITY_DN52471_c0_g1_i1	PREDICTED: probable WRKY transcription factor 74 [Fragaria vesca subsp. vesca]
TRINITY_DN5250_c0_g1_i3	PREDICTED: transcription factor bHLH157-like [Fragaria vesca subsp. vesca]
TRINITY_DN52562_c0_g1_i1	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN5256_c1_g3_i1	PREDICTED: transcription factor PAR1 [Fragaria vesca subsp. vesca]
TRINITY_DN52579_c0_g1_i1	transcription factor ERF51 [Fragaria x ananassa]
TRINITY_DN52649_c0_g1_i2	PREDICTED: AP2-like ethylene-responsive transcription factor AIL1 [Fragaria vesca subsp. vesca]
TRINITY_DN52649_c0_g2_i1	PREDICTED: AP2-like ethylene-responsive transcription factor ANT [Fragaria vesca subsp. vesca]
TRINITY_DN52749_c0_g1_i1	PREDICTED: transcription factor LHW [Fragaria vesca subsp. vesca]
TRINITY_DN5275_c0_g1_i4	PREDICTED: nuclear transcription factor Y subunit B-1-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN5287_c2_g1_i5	PREDICTED: transcription initiation factor IIF subunit alpha [Fragaria vesca subsp. vesca]
TRINITY_DN5296_c1_g1_i1	transcription factor ERF74 [Fragaria x ananassa]
TRINITY_DN53046_c0_g1_i1	transcriptional corepressor SEUSS-like isoform X1 [Durio zibethinus]
TRINITY_DN5311_c1_g1_i4	BHLH domain class transcription factor [Fragaria x ananassa]
TRINITY_DN5311_c1_g2_i2	PREDICTED: transcription factor ILR3-like [Fragaria vesca subsp. vesca]
TRINITY_DN53190_c0_g1_i2	PREDICTED: transcription factor bHLH104 [Fragaria vesca subsp. vesca]
TRINITY_DN53222_c0_g1_i1	PREDICTED: transcription initiation factor TFIID subunit 5 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN5325_c0_g1_i1	heat shock transcription factor protein 6 [Fragaria x ananassa]
TRINITY_DN53320_c2_g1_i1	putative strictosidine synthase transcription factor WD40-like family [Rosa chinensis]
TRINITY_DN5338_c1_g1_i9	heat shock transcription factor protein 3 [Fragaria x ananassa]
TRINITY_DN5350_c0_g1_i5	PREDICTED: transcription factor HBP-1a-like [Fragaria vesca subsp. vesca]
TRINITY_DN53666_c0_g1_i4	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN53712_c0_g1_i1	PREDICTED: transcription repressor OFP12-like [Fragaria vesca subsp. vesca]
TRINITY_DN53827_c0_g1_i3	transcription elongation factor 1-like [Populus alba]
TRINITY_DN53844_c0_g2_i1	PREDICTED: ethylene-responsive transcription factor RAP2-7-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN5398_c0_g1_i5	PREDICTED: nuclear transcription factor Y subunit C-2 [Fragaria vesca subsp. vesca]
TRINITY_DN5400_c0_g1_i1	PREDICTED: trihelix transcription factor GT-3b-like [Fragaria vesca subsp. vesca]
TRINITY_DN54253_c0_g1_i1	PREDICTED: probable transcriptional regulator SLK2 [Fragaria vesca subsp. vesca]
TRINITY_DN54653_c0_g1_i1	PREDICTED: transcriptional regulator SUPERMAN-like [Fragaria vesca subsp. vesca]
TRINITY_DN54742_c0_g2_i1	PREDICTED: transcription factor TCP18 [Fragaria vesca subsp. vesca]
TRINITY_DN54779_c0_g1_i5	PREDICTED: NAC transcription factor 29 [Fragaria vesca subsp. vesca]
TRINITY_DN54779_c0_g2_i3	PREDICTED: NAC transcription factor 29 [Fragaria vesca subsp. vesca]
TRINITY_DN55144_c0_g1_i1	PREDICTED: general transcription factor IIE subunit 1-like [Fragaria vesca subsp. vesca]
TRINITY_DN552_c0_g1_i1	PREDICTED: probable WRKY transcription factor 57 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN55547_c0_g1_i1	transcription factor IIIB 90 kDa subunit isoform X2 [Rosa chinensis]
TRINITY_DN5565_c0_g1_i2	PREDICTED: calmodulin-binding transcription activator 4 [Fragaria vesca subsp. vesca]
TRINITY_DN55877_c0_g1_i1	putative transcription regulator mTERF family [Rosa chinensis]
TRINITY_DN55877_c1_g2_i1	putative transcription regulator mTERF family [Rosa chinensis]
TRINITY_DN56231_c0_g1_i1	PREDICTED: probable WRKY transcription factor 40 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN5623_c0_g1_i11	PREDICTED: transcription factor bHLH121 [Fragaria vesca subsp. vesca]
TRINITY_DN56269_c0_g1_i2	transcription factor ERF74 [Fragaria x ananassa]
TRINITY_DN5655_c0_g1_i7	PREDICTED: trihelix transcription factor GT-2 [Fragaria vesca subsp. vesca]
TRINITY_DN56562_c0_g1_i2	PREDICTED: transcription initiation factor TFIID subunit 4b [Fragaria vesca subsp. vesca]
TRINITY_DN5677_c0_g1_i3	PREDICTED: GATA transcription factor 25 [Fragaria vesca subsp. vesca]
TRINITY_DN5680_c0_g1_i2	PREDICTED: transcription factor bHLH79 isoform X3 [Fragaria vesca subsp. vesca]
TRINITY_DN57095_c0_g1_i1	PREDICTED: nuclear transcription factor Y subunit B-3-like [Fragaria vesca subsp. vesca]
TRINITY_DN5710_c0_g1_i12	PREDICTED: probable WRKY transcription factor 2 [Fragaria vesca subsp. vesca]
TRINITY_DN5713_c0_g2_i1	PREDICTED: transcription factor ORG2-like [Fragaria vesca subsp. vesca]
TRINITY_DN57149_c0_g1_i3	PREDICTED: probable WRKY transcription factor 58 [Fragaria vesca subsp. vesca]
TRINITY_DN57219_c0_g1_i1	PREDICTED: calmodulin-binding transcription activator 3-like [Fragaria vesca subsp. vesca]
TRINITY_DN57219_c1_g1_i1	PREDICTED: calmodulin-binding transcription activator 3-like [Fragaria vesca subsp. vesca]
TRINITY_DN57244_c0_g1_i1	PREDICTED: NAC transcription factor 29-like [Fragaria vesca subsp. vesca]
TRINITY_DN5740_c0_g1_i3	MYB-like transcription factor ETC3 [Rosa chinensis]
TRINITY_DN57509_c0_g1_i1	PREDICTED: probable WRKY transcription factor 12 [Fragaria vesca subsp. vesca]
TRINITY_DN57509_c0_g2_i2	PREDICTED: probable WRKY transcription factor 12 [Fragaria vesca subsp. vesca]
TRINITY_DN5756_c0_g2_i1	PREDICTED: repressor of RNA polymerase III transcription MAF1 homolog [Fragaria vesca subsp. vesca]
TRINITY_DN57760_c0_g1_i1	PREDICTED: transcription initiation factor TFIID subunit 2 [Fragaria vesca subsp. vesca]
TRINITY_DN57897_c0_g1_i1	PREDICTED: probable WRKY transcription factor 70 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN57897_c0_g2_i1	PREDICTED: probable WRKY transcription factor 70 isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN5807_c1_g1_i6	PREDICTED: trihelix transcription factor ASIL1 [Fragaria vesca subsp. vesca]
TRINITY_DN5824_c0_g2_i3	PREDICTED: ethylene-responsive transcription factor 3-like [Fragaria vesca subsp. vesca]
TRINITY_DN58408_c1_g1_i3	PREDICTED: heat stress transcription factor B-4 [Fragaria vesca subsp. vesca]
TRINITY_DN5851_c0_g1_i7	PREDICTED: mediator of RNA polymerase II transcription subunit 16 [Fragaria vesca subsp. vesca]
TRINITY_DN5868_c0_g1_i10	PREDICTED: ethylene-responsive transcription factor 2-like [Fragaria vesca subsp. vesca]
TRINITY_DN58742_c0_g1_i1	calmodulin-binding transcription activator (camta), plants, putative [Ricinus communis]
TRINITY_DN5874_c0_g1_i9	PREDICTED: putative mediator of RNA polymerase II transcription subunit 26 [Fragaria vesca subsp. vesca]
TRINITY_DN59006_c0_g1_i1	PREDICTED: nuclear transcription factor Y subunit A-10-like [Fragaria vesca subsp. vesca]
TRINITY_DN59034_c0_g1_i2	PREDICTED: transcription initiation factor TFIID subunit 6-like [Fragaria vesca subsp. vesca]
TRINITY_DN5922_c0_g2_i2	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN59328_c0_g1_i2	PREDICTED: probable WRKY transcription factor 29 isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN59397_c0_g1_i1	PREDICTED: trihelix transcription factor GT-3b [Fragaria vesca subsp. vesca]
TRINITY_DN59536_c0_g1_i1	transcription factor ERF11 [Fragaria x ananassa]
TRINITY_DN59634_c0_g1_i2	PREDICTED: B3 domain-containing transcription factor VRN1-like [Fragaria vesca subsp. vesca]
TRINITY_DN59634_c0_g2_i2	PREDICTED: B3 domain-containing transcription factor VRN1-like [Fragaria vesca subsp. vesca]
TRINITY_DN5963_c0_g1_i5	PREDICTED: mediator of RNA polymerase II transcription subunit 19a-like isoform X4 [Fragaria vesca subsp. vesca]
TRINITY_DN59659_c0_g1_i1	PREDICTED: transcription factor MYB44-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN59659_c0_g2_i2	PREDICTED: transcription factor MYB44-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN6012_c0_g1_i2	PREDICTED: putative mediator of RNA polymerase II transcription subunit 12 [Fragaria vesca subsp. vesca]
TRINITY_DN60355_c0_g1_i1	PREDICTED: transcription repressor MYB6-like [Fragaria vesca subsp. vesca]
TRINITY_DN60931_c0_g1_i1	PREDICTED: transcription factor TGA5 [Fragaria vesca subsp. vesca]
TRINITY_DN6103_c0_g1_i7	PREDICTED: nuclear transcription factor Y subunit A-7 [Fragaria vesca subsp. vesca]
TRINITY_DN6113_c0_g1_i7	PREDICTED: nuclear transcription factor Y subunit A-3 [Fragaria vesca subsp. vesca]
TRINITY_DN61202_c0_g1_i1	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN61571_c0_g1_i1	PREDICTED: E2F transcription factor-like E2FE [Fragaria vesca subsp. vesca]
TRINITY_DN6157_c0_g1_i6	PREDICTED: mediator of RNA polymerase II transcription subunit 4-like [Fragaria vesca subsp. vesca]
TRINITY_DN61699_c0_g1_i1	PREDICTED: transcription elongation factor S-II [Fragaria vesca subsp. vesca]
TRINITY_DN61828_c0_g1_i1	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN61833_c0_g1_i1	PREDICTED: GATA transcription factor 24-like [Fragaria vesca subsp. vesca]
TRINITY_DN62024_c0_g1_i1	Mediator of RNA polymerase II transcription subunit 16 isoform B [Glycine soja]
TRINITY_DN62501_c0_g1_i1	mediator of RNA polymerase II transcription subunit 25-like [Hevea brasiliensis]
TRINITY_DN6255_c0_g1_i8	PREDICTED: transcription factor 25 [Fragaria vesca subsp. vesca]
TRINITY_DN62735_c0_g1_i1	transcription factor bHLH140 isoform X1 [Rosa chinensis]
TRINITY_DN62890_c0_g1_i1	PREDICTED: AP2-like ethylene-responsive transcription factor ANT [Fragaria vesca subsp. vesca]
TRINITY_DN63208_c0_g1_i1	transcription factor DIVARICATA [Prunus yedoensis var. nudiflora]
TRINITY_DN6332_c0_g1_i3	PREDICTED: transcription initiation factor TFIID subunit 12b [Fragaria vesca subsp. vesca]
TRINITY_DN6335_c0_g1_i6	PREDICTED: transcription factor GAMYB [Fragaria vesca subsp. vesca]
TRINITY_DN633_c0_g1_i5	PREDICTED: calmodulin-binding transcription activator 3-like [Fragaria vesca subsp. vesca]
TRINITY_DN63416_c0_g1_i1	PREDICTED: probable WRKY transcription factor 61 [Fragaria vesca subsp. vesca]
TRINITY_DN63495_c0_g1_i1	PREDICTED: probable WRKY transcription factor 49 [Fragaria vesca subsp. vesca]
TRINITY_DN63495_c0_g2_i1	PREDICTED: probable WRKY transcription factor 49 [Fragaria vesca subsp. vesca]
TRINITY_DN6376_c0_g1_i6	PREDICTED: transcription factor HBP-1b(c38)-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN6376_c1_g1_i19	PREDICTED: transcription factor HBP-1b(c38)-like isoform X2 [Fragaria vesca subsp. vesca]
TRINITY_DN63822_c0_g1_i1	PREDICTED: calmodulin-binding transcription activator 5 [Fragaria vesca subsp. vesca]
TRINITY_DN640_c3_g1_i3	PREDICTED: trihelix transcription factor ASIL2-like isoform X1 [Fragaria vesca subsp. vesca]
TRINITY_DN64577_c0_g1_i1	PREDICTED: transcription factor LAX PANICLE-like [Fragaria vesca subsp. vesca]
TRINITY_DN64593_c0_g1_i1	mediator of RNA polymerase II transcription subunit 15 isoform X1 [Frankliniella occidentalis]
TRINITY_DN6459_c0_g1_i1	PREDICTED: transcription factor bHLH122-like [Fragaria vesca subsp. vesca]
TRINITY_DN64623_c0_g1_i1	PREDICTED: NAC transcription factor 29-like [Fragaria vesca subsp. vesca]
TRINITY_DN64821_c0_g1_i2	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN64849_c0_g1_i1	PREDICTED: transcription repressor OFP7 [Fragaria vesca subsp. vesca]
TRINITY_DN64901_c0_g1_i1	PREDICTED: calmodulin-binding transcription activator 3-like [Fragaria vesca subsp. vesca]
TRINITY_DN65125_c0_g1_i2	PREDICTED: myb family transcription factor APL [Fragaria vesca subsp. vesca]
TRINITY_DN65125_c0_g2_i1	PREDICTED: myb family transcription factor APL [Fragaria vesca subsp. vesca]
TRINITY_DN65144_c0_g1_i1	mediator of RNA polymerase II transcription subunit 23 isoform X1 [Rosa chinensis]
TRINITY_DN65145_c0_g1_i2	PREDICTED: GATA transcription factor 18-like [Fragaria vesca subsp. vesca]
TRINITY_DN65165_c0_g1_i1	PREDICTED: mediator of RNA polymerase II transcription subunit 25-like [Fragaria vesca subsp. vesca]
TRINITY_DN65187_c0_g2_i1	PREDICTED: ethylene-responsive transcription factor WRI1 [Fragaria vesca subsp. vesca]
TRINITY_DN651_c0_g1_i5	PREDICTED: probable RNA polymerase II transcription factor B subunit 1-1 [Fragaria vesca subsp. vesca]
TRINITY_DN65231_c0_g1_i1	PREDICTED: ethylene-responsive transcription factor ERF113-like [Fragaria vesca subsp. vesca]
TRINITY_DN6530_c0_g1_i2	PREDICTED: transcription factor TCP9 [Fragaria vesca subsp. vesca]
TRINITY_DN65575_c0_g1_i1	PREDICTED: ethylene-responsive transcription factor CRF4 [Fragaria vesca subsp. vesca]
TRINITY_DN6589_c0_g1_i7	PREDICTED: GATA transcription factor 8 [Fragaria vesca subsp. vesca]
TRINITY_DN6600_c0_g1_i6	PREDICTED: transcription factor GTE4 [Fragaria vesca subsp. vesca]
TRINITY_DN66255_c0_g1_i1	PREDICTED: transcription factor HBP-1a-like [Fragaria vesca subsp. vesca]
TRINITY_DN6637_c0_g2_i2	PREDICTED: transcription factor MYC2 [Fragaria vesca subsp. vesca]
TRINITY_DN66568_c0_g1_i2	putative transcription factor interactor and regulator CCHC(Zn) family [Rosa chinensis]
TRINITY_DN66865_c0_g1_i1	putative transcription factor/ chromatin remodeling BED-type(Zn) family [Rosa chinensis]
TRINITY_DN66982_c0_g1_i1	PREDICTED: transcription factor MYB28-like [Fragaria vesca subsp. vesca]
TRINITY_DN6714_c0_g1_i4	transcription factor bHLH47 isoform X1 [Rosa chinensis]
TRINITY_DN67213_c0_g1_i1	PREDICTED: calmodulin-binding transcription activator 5 [Fragaria vesca subsp. vesca]
TRINITY_DN6722_c0_g1_i7	PREDICTED: GATA transcription factor 5-like [Fragaria vesca subsp. vesca]
TRINITY_DN67388_c0_g1_i1	transcription factor ERF42 [Fragaria x ananassa]
TRINITY_DN67392_c1_g1_i1	transcription factor ERF31 [Fragaria x ananassa]
TRINITY_DN67392_c2_g1_i1	transcription factor ERF31 [Fragaria x ananassa]
TRINITY_DN67416_c0_g1_i1	PREDICTED: trihelix transcription factor GT-3b [Fragaria vesca subsp. vesca]
TRINITY_DN6744_c0_g1_i6	PREDICTED: ethylene-responsive transcription factor-like protein At4g13040 [Fragaria vesca subsp. vesca]
TRINITY_DN67742_c0_g1_i1	mediator of RNA polymerase II transcription subunit 15 [Frankliniella occidentalis]
TRINITY_DN6789_c0_g1_i10	PREDICTED: probable WRKY transcription factor 40 [Fragaria vesca subsp. vesca]
TRINITY_DN6805_c0_g1_i3	PREDICTED: NAC transcription factor 25 [Fragaria vesca subsp. vesca]
