GO_ID	GO_Tier2_ID	GO_Tier1_ID	Tier_Level
GO:0061703_pyroptosome complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0061822_ciliary cap	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061823_ring centriole	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061825_podosome core	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061826_podosome ring	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061827_sperm head	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061830_concave side of sperm head	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061834_actin filament branch point	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061835_ventral surface of cell	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061838_CENP-T-W-S-X complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0061845_neuron projection branch point	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061908_phagophore	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0061927_TOC-TIC supercomplex I	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0061957_NVT complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0062048_lymphotoxin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0062049_protein phosphatase inhibitor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0062073_histone mRNA stem-loop binding complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0062074_pollen aperture	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0062092_Yae1-Lto1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0062119_LinE complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0062128_MutSgamma complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0062141_nuclear exosome targeting complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0062160_spongiome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0062167_complement component C1q complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0062201_actin wave	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070057_prospore membrane spindle pole body attachment site	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070069_cytochrome complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070090_metaphase plate	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070115_organellar chromatophore intermembrane space	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070209_ASTRA complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070214_CSK-GAP-A.p62 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070258_inner membrane pellicle complex	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070274_RES complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070288_ferritin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070310_ATR-ATRIP complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070313_RGS6-DNMT1-DMAP1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070331_CD20-Lck-Fyn complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070332_CD20-Lck-Lyn-Fyn complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070353_GATA1-TAL1-TCF3-Lmo2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070354_GATA2-TAL1-TCF3-Lmo2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070385_egasyn-beta-glucuronidase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070390_transcription export complex 2	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070421_DNA ligase III-XRCC1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070422_G-protein beta_gamma-Raf-1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070441_G-protein beta_gamma-Btk complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070467_RC-1 DNA recombination complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070469_respirasome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070477_endospore core	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070516_CAK-ERCC2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070517_DNA replication factor C core complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070531_BRCA1-A complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070532_BRCA1-B complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070533_BRCA1-C complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070545_PeBoW complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070552_BRISC complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070557_PCNA-p21 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070559_lysosomal multienzyme complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070645_Ubisch body	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070687_macropinocytic cup cytoskeleton	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070693_P-TEFb-cap methyltransferase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070695_FHF complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070701_mucus layer	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070725_Yb body	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070743_interleukin-23 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070744_interleukin-27 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070745_interleukin-35 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070762_nuclear pore transmembrane ring	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070767_BRCA1-Rad51 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070825_micropyle	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070826_paraferritin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070850_TACC_TOG complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070864_sperm individualization complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070865_investment cone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070876_SOSS complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070937_CRD-mediated mRNA stability complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0070938_contractile ring	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0070971_endoplasmic reticulum exit site	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0071075_CUGBP1-eIF2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071141_SMAD protein complex	GO:0005622_intracellular	cellular_component	Tier3
GO:0071141_SMAD protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071147_TEAD-2 multiprotein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071152_G-protein alpha(q)-synembrin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071153_G-protein alpha(o)-synembrin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071154_G-protein alpha(i)1-synembrin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071155_G-protein alpha(13)-synembrin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071159_NF-kappaB complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071175_MAML2-RBP-Jkappa-ICN1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071176_MAML2-RBP-Jkappa-ICN2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071177_MAML2-RBP-Jkappa-ICN3 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071178_MAML2-RBP-Jkappa-ICN4 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071179_MAML3-RBP-Jkappa-ICN1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071180_MAML3-RBP-Jkappa-ICN2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071181_MAML3-RBP-Jkappa-ICN3 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071182_MAML3-RBP-Jkappa-ICN4 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071203_WASH complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071341_medial cortical node	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0071521_Cdc42 GTPase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071563_Myo2p-Vac17p-Vac8p transport complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071597_cellular birth scar	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0071664_catenin-TCF7L2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071808_satellite fibril	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0071817_MMXD complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071819_DUBm complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071821_FANCM-MHF complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0071944_cell periphery	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0072324_ascus epiplasm	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0072379_ER membrane insertion complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0072562_blood microparticle	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0072669_tRNA-splicing ligase complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0085036_extrahaustorial matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0089701_U2AF complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0089713_Cbf1-Met4-Met28 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0090123_lysosomal glycocalyx	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090405_unicellular trichome branch	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090443_FAR_SIN_STRIPAK complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0090543_Flemming body	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090552_unicellular trichome apex	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090553_unicellular trichome tip	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090635_extracellular core region of desmosome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090636_outer dense plaque of desmosome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090637_inner dense plaque of desmosome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090641_microsporidian-type endospore	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090642_microsporidian-type exospore	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090651_apical cytoplasm	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090652_basolateral cytoplasm	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090658_cone matrix sheath	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090665_glycoprotein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0090688_cleavage furrow rim	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090689_cleavage furrow leading edge	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090692_mitochondrial membrane scission site	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090724_central region of growth cone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090725_peripheral region of growth cone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090726_cortical dynamic polarity patch	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0090734_site of DNA damage	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097002_mitochondrial inner boundary membrane	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097038_perinuclear endoplasmic reticulum	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097047_DNA replication termination region	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097057_TRAF2-GSTP1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097058_CRLF-CLCF1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097059_CNTFR-CLCF1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097071_interferon regulatory factor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097076_transforming growth factor beta activated kinase 1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097078_FAL1-SGD1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097136_Bcl-2 family protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097149_centralspindlin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097197_tetraspanin-enriched microdomain	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097203_phagocytic cup lip	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097204_phagocytic cup base	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097217_sieve area	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097218_sieve plate	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097224_sperm connecting piece	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097225_sperm midpiece	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097226_sperm mitochondrial sheath	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097227_sperm annulus	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097228_sperm principal piece	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097229_sperm end piece	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097255_R2TP complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097268_cytoophidium	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097313_bacterial biofilm matrix surface	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097344_Rix1 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097347_TAM protein secretion complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097356_perinucleolar compartment	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097361_CIA complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097373_MCM core complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097422_tubular endosome	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097423_mitochondrion-associated adherens complex	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097427_microtubule bundle	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097433_dense body	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097445_presynaptic active zone dense projection	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097448_spine mat	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097452_GAIT complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097478_leaflet of membrane bilayer	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097495_H-NS-Hha complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097537_Y-shaped link	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097539_ciliary transition fiber	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097540_axonemal central pair	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097541_axonemal basal plate	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097542_ciliary tip	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097543_ciliary inversin compartment	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097544_ciliary shaft	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097545_axonemal outer doublet	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097546_ciliary base	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097562_left lateral basal body pair	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097563_left middle basal body pair	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097564_right lateral basal body pair	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097565_right middle basal body pair	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097566_left tetrad	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097567_right tetrad	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097568_median body	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097569_lateral shield	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097574_lateral part of cell	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097591_ventral disc lateral crest	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097592_ventral disc overlap zone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097593_ventral disc microtubule array	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097594_ventral disc dorsal microribbon	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097595_ventral disc crossbridge	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097596_ventral disc supernumerary microtubule array	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097610_cell surface furrow	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097613_dinoflagellate epicone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097614_dinoflagellate hypocone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097619_PTEX complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097653_unencapsulated part of cell	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097683_dinoflagellate apex	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097684_dinoflagellate antapex	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0097710_viral terminase_small subunit	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0097735_DIM_DIP cell wall layer	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0098015_virus tail	GO:0044423_virion part	cellular_component	Tier3
GO:0098021_viral capsid_decoration	GO:0044423_virion part	cellular_component	Tier3
GO:0098023_virus tail_tip	GO:0044423_virion part	cellular_component	Tier3
GO:0098024_virus tail_fiber	GO:0044423_virion part	cellular_component	Tier3
GO:0098025_virus tail_baseplate	GO:0044423_virion part	cellular_component	Tier3
GO:0098026_virus tail_tube	GO:0044423_virion part	cellular_component	Tier3
GO:0098027_virus tail_sheath	GO:0044423_virion part	cellular_component	Tier3
GO:0098028_virus tail_shaft	GO:0044423_virion part	cellular_component	Tier3
GO:0098029_icosahedral viral capsid_spike	GO:0044423_virion part	cellular_component	Tier3
GO:0098030_icosahedral viral capsid_neck	GO:0044423_virion part	cellular_component	Tier3
GO:0098031_icosahedral viral capsid_collar	GO:0044423_virion part	cellular_component	Tier3
GO:0098046_type V protein secretion system complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0098061_viral capsid_internal space	GO:0044423_virion part	cellular_component	Tier3
GO:0098552_side of membrane	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0098561_methyl accepting chemotaxis protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0098636_protein complex involved in cell adhesion	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0098654_CENP-A recruiting complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0098687_chromosomal region	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0098733_hemidesmosome associated protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0098774_curli	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0098793_presynapse	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0098794_postsynapse	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0098796_membrane protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0098798_mitochondrial protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0098820_trans-synaptic protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0098833_presynaptic endocytic zone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0098843_postsynaptic endocytic zone	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0098862_cluster of actin-based cell projections	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0099023_vesicle tethering complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0099078_BORC complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0099079_actin body	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0099080_supramolecular complex	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0099086_synaptonemal structure	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0099126_transforming growth factor beta complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0099128_mitochondrial iron-sulfur cluster assembly complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0101031_chaperone complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0106002_mCRD-mediated mRNA stability complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0106003_amyloid-beta complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0106093_EDS1 disease-resistance complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0106124_reservosome lumen	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0106125_reservosome matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0106126_reservosome membrane	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0106139_symbiont cell surface	GO:0044217_other organism part	cellular_component	Tier3
GO:0106249_Nicalin-NOMO complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0110071_cellularization cleavage furrow invagination front	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0110078_TTT complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0110092_nucleus leading edge	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0110093_nucleus lagging edge	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0110131_Aim21-Tda2 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0110142_ubiquinone biosynthesis complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0110157_reelin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0120043_stereocilium shaft	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120044_stereocilium base	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120082_smooth endoplasmic reticulum cisterna	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120083_rough endoplasmic reticulum cisterna	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120098_procentriole	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120099_procentriole replication complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0120100_bacterial-type flagellum motor	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120102_bacterial-type flagellum secretion apparatus	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120103_centriolar subdistal appendage	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0120104_actomyosin contractile ring_proximal layer	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120105_actomyosin contractile ring_intermediate layer	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120106_actomyosin contractile ring_distal actin filament layer	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120107_bacterial-type flagellum rotor complex	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120114_Sm-like protein family complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0120120_bilobe structure	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120121_tripartite attachment complex	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120124_membrane fusion priming complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0120134_proximal portion of axoneme	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120135_distal portion of axoneme	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120155_MIH complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0120171_Cdc24p-Far1p-Gbetagamma complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0120205_photoreceptor proximal connecting cilium	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120206_photoreceptor distal connecting cilium	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120212_sperm head-tail coupling apparatus	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120216_matrilin complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0120219_subapical part of cell	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0120220_basal body patch	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0140007_KICSTOR complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0140022_cnida	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0140224_SLAC complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0140225_DNA topoisomerase III-beta-TDRD3 complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0140451_counting factor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0150004_dendritic spine origin	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:0150005_enzyme activator complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:0150034_distal axon	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1902494_catalytic complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1902695_metallochaperone complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1903269_ornithine carbamoyltransferase inhibitor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1903502_translation repressor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1903503_ATPase inhibitor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1904090_peptidase inhibitor complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990013_presynaptic grid	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990014_orthogonal array	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990015_ensheathing process	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990016_neck portion of tanycyte	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990018_tail portion of tanycyte	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990030_pericellular basket	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990031_pinceau fiber	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990037_Lewy body core	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990038_Lewy body corona	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990047_spindle matrix	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990062_RPAP3_R2TP_prefoldin-like complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990065_Dxr protein complex	GO:0032991_protein-containing complex	cellular_component	Tier3
GO:1990073_perforation plate	GO:0110165_cellular anatomical entity	cellular_component	Tier3
GO:1990078_replication inhibiting complex	GO:0032991_protein-containing complex	cellular_component	Tier3
